human gene	mouse gene	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000279656	ENSMUSG00000105501	0.593052109	0.590909091
ENSG00000279656	ENSMUSG00000105703	0.571782178	0.590909091
ENSG00000280129	ENSMUSG00000105501	0.602977667	0.613636364
ENSG00000280129	ENSMUSG00000105703	0.581683168	0.613636364
ENSG00000214900	ENSMUSG00000085539	0.572192513	0.730769231
ENSG00000251363	ENSMUSG00000102199	0.885964912	1
ENSG00000253563	ENSMUSG00000092515	0.723744292	0.75
ENSG00000253563	ENSMUSG00000098172	0.712053571	0.692307692
ENSG00000257520	ENSMUSG00000089894	0.637614679	0.545454545
ENSG00000257520	ENSMUSG00000104155	0.704545455	0.636363636
ENSG00000258377	ENSMUSG00000085539	0.639928699	0.576923077
ENSG00000258400	ENSMUSG00000085539	0.695187166	0.730769231
ENSG00000258414	ENSMUSG00000103704	0.885558583	0.8
ENSG00000258450	ENSMUSG00000085539	0.647058824	0.615384615
ENSG00000258601	ENSMUSG00000092515	0.582191781	0.666666667
ENSG00000258601	ENSMUSG00000098172	0.553571429	0.615384615
ENSG00000258651	ENSMUSG00000097443	0.805845511	0.727272727
ENSG00000258661	ENSMUSG00000089894	0.75	0.909090909
ENSG00000258661	ENSMUSG00000104155	0.711363636	0.818181818
ENSG00000258687	ENSMUSG00000085298	0.559928444	0.538461538
ENSG00000258690	ENSMUSG00000092515	0.593607306	0.666666667
ENSG00000258690	ENSMUSG00000098172	0.564732143	0.615384615
ENSG00000258696	ENSMUSG00000085851	0.587765957	0.7
ENSG00000258745	ENSMUSG00000085298	0.559928444	0.538461538
ENSG00000258843	ENSMUSG00000020992	0.446551724	0.481481481
ENSG00000258843	ENSMUSG00000085298	0.567084079	0.538461538
ENSG00000258843	ENSMUSG00000097329	0.474048443	0.5
ENSG00000258857	ENSMUSG00000020992	0.622413793	0.851851852
ENSG00000258857	ENSMUSG00000097329	0.617647059	0.821428571
ENSG00000259055	ENSMUSG00000085298	0.461538462	0.538461538
ENSG00000259087	ENSMUSG00000085851	0.848404255	0.7
ENSG00000259087	ENSMUSG00000086372	0.831024931	0.727272727
ENSG00000259091	ENSMUSG00000085851	0.667553191	0.7
ENSG00000259113	ENSMUSG00000020992	0.620689655	0.851851852
ENSG00000259113	ENSMUSG00000097329	0.629757785	0.857142857
ENSG00000282885	ENSMUSG00000085539	0.663101604	0.692307692
ENSG00000283098	ENSMUSG00000092515	0.652968037	0.75
ENSG00000283098	ENSMUSG00000098172	0.676339286	0.692307692
ENSG00000225680	ENSMUSG00000102763	0.75	0.866666667
ENSG00000235269	ENSMUSG00000085123	0.51875	0.4375
ENSG00000235269	ENSMUSG00000102763	0.644628099	0.666666667
ENSG00000237356	ENSMUSG00000085380	0.249480249	0.375
ENSG00000237356	ENSMUSG00000085866	0.799086758	0.941176471
ENSG00000237356	ENSMUSG00000086168	0.359408034	0.4375
ENSG00000237356	ENSMUSG00000086746	0.407643312	0.529411765
ENSG00000258731	ENSMUSG00000085866	0.632420091	0.647058824
ENSG00000258731	ENSMUSG00000085913	0.71827957	0.666666667
ENSG00000258753	ENSMUSG00000085380	0.621621622	0.75
ENSG00000258753	ENSMUSG00000089870	0.652977413	0.705882353
ENSG00000258757	ENSMUSG00000085500	0.428571429	0.233333333
ENSG00000258985	ENSMUSG00000085913	0.707526882	0.733333333
ENSG00000214770	ENSMUSG00000097323	0.628070175	0.666666667
ENSG00000245466	ENSMUSG00000091587	0.589690722	0.666666667
ENSG00000250548	ENSMUSG00000087700	0.704081633	0.5625
ENSG00000251393	ENSMUSG00000097703	0.519230769	0.741935484
ENSG00000257621	ENSMUSG00000085622	0.438877756	0.533333333
ENSG00000257759	ENSMUSG00000091587	0.66185567	0.761904762
ENSG00000258376	ENSMUSG00000099708	0.658349328	0.78125
ENSG00000258422	ENSMUSG00000090244	0.515463918	0.608695652
ENSG00000258422	ENSMUSG00000091947	0.562628337	0.714285714
ENSG00000258422	ENSMUSG00000098128	0.619957537	0.8
ENSG00000258422	ENSMUSG00000099478	0.603773585	0.782608696
ENSG00000258443	ENSMUSG00000097762	0.725146199	0.775
ENSG00000258443	ENSMUSG00000099708	0.491362764	0.676470588
ENSG00000258520	ENSMUSG00000044062	0.616972477	0.52173913
ENSG00000258520	ENSMUSG00000097801	0.75	0.75
ENSG00000258556	ENSMUSG00000097010	0.668246445	0.739130435
ENSG00000258556	ENSMUSG00000102197	0.690821256	0.772727273
ENSG00000258586	ENSMUSG00000097762	0.705653021	0.75
ENSG00000258603	ENSMUSG00000097762	0.746588694	0.75
ENSG00000258623	ENSMUSG00000097729	0.653306613	0.736842105
ENSG00000258658	ENSMUSG00000085622	0.420841683	0.5
ENSG00000258660	ENSMUSG00000097762	0.744639376	0.775
ENSG00000258667	ENSMUSG00000087700	0.834183673	0.625
ENSG00000258667	ENSMUSG00000100192	0.619753086	0.615384615
ENSG00000258670	ENSMUSG00000097010	0.720379147	0.652173913
ENSG00000258670	ENSMUSG00000102197	0.734299517	0.681818182
ENSG00000258689	ENSMUSG00000090244	0.589690722	0.608695652
ENSG00000258689	ENSMUSG00000091947	0.560574949	0.619047619
ENSG00000258689	ENSMUSG00000099478	0.557651992	0.52173913
ENSG00000258695	ENSMUSG00000097703	0.476923077	0.647058824
ENSG00000258777	ENSMUSG00000087700	0.795918367	0.5
ENSG00000258809	ENSMUSG00000097323	0.652631579	0.666666667
ENSG00000258813	ENSMUSG00000099708	0.748560461	0.75
ENSG00000258824	ENSMUSG00000097323	0.687719298	0.761904762
ENSG00000258842	ENSMUSG00000087700	0.584183673	0.375
ENSG00000258842	ENSMUSG00000100192	0.834567901	0.615384615
ENSG00000258871	ENSMUSG00000100890	0.625523013	0.642857143
ENSG00000258871	ENSMUSG00000102029	0.742331288	0.777777778
ENSG00000258871	ENSMUSG00000102249	0.653444676	0.785714286
ENSG00000258871	ENSMUSG00000104380	0.763975155	0.7
ENSG00000258903	ENSMUSG00000087700	0.568877551	0.25
ENSG00000258903	ENSMUSG00000100192	0.832098765	0.461538462
ENSG00000258926	ENSMUSG00000087700	0.696428571	0.5625
ENSG00000258944	ENSMUSG00000099708	0.650671785	0.78125
ENSG00000258952	ENSMUSG00000097010	0.691943128	0.608695652
ENSG00000258952	ENSMUSG00000102197	0.70531401	0.636363636
ENSG00000258957	ENSMUSG00000044062	0.582568807	0.47826087
ENSG00000258957	ENSMUSG00000097729	0.438877756	0.631578947
ENSG00000258957	ENSMUSG00000097801	0.747619048	0.7
ENSG00000259033	ENSMUSG00000090244	0.556701031	0.608695652
ENSG00000259033	ENSMUSG00000091947	0.589322382	0.714285714
ENSG00000259033	ENSMUSG00000098128	0.602972399	0.76
ENSG00000259033	ENSMUSG00000099478	0.618448637	0.739130435
ENSG00000259038	ENSMUSG00000097729	0.651302605	0.789473684
ENSG00000259062	ENSMUSG00000097417	0.584677419	0.65
ENSG00000259076	ENSMUSG00000097323	0.694736842	0.761904762
ENSG00000259115	ENSMUSG00000091587	0.595876289	0.666666667
ENSG00000259116	ENSMUSG00000097323	0.707017544	0.904761905
ENSG00000259142	ENSMUSG00000100192	0.8	0.461538462
ENSG00000259153	ENSMUSG00000090244	0.567010309	0.434782609
ENSG00000259153	ENSMUSG00000091947	0.53798768	0.428571429
ENSG00000259153	ENSMUSG00000099478	0.522012579	0.347826087
ENSG00000272909	ENSMUSG00000097323	0.689473684	0.761904762
ENSG00000273711	ENSMUSG00000097762	0.653021442	0.75
ENSG00000273797	ENSMUSG00000097575	0.655480984	0.875
ENSG00000274818	ENSMUSG00000091587	0.470103093	0.428571429
ENSG00000275630	ENSMUSG00000090244	0.560824742	0.434782609
ENSG00000275630	ENSMUSG00000091947	0.531827515	0.428571429
ENSG00000275630	ENSMUSG00000099478	0.513626834	0.347826087
ENSG00000276063	ENSMUSG00000097417	0.451612903	0.6
ENSG00000279026	ENSMUSG00000097762	0.752436647	0.775
ENSG00000280073	ENSMUSG00000097575	0.608501119	0.541666667
ENSG00000248550	ENSMUSG00000098682	0.759414226	0.9
ENSG00000258703	ENSMUSG00000098682	0.671548117	0.7
ENSG00000258784	ENSMUSG00000102171	0.692152918	0.705882353
ENSG00000259868	ENSMUSG00000102171	0.60362173	0.705882353
ENSG00000258425	ENSMUSG00000092006	0.685823755	0.775510204
ENSG00000258425	ENSMUSG00000093629	0.605882353	0.780487805
ENSG00000258559	ENSMUSG00000079645	0.56621881	0.6875
ENSG00000258891	ENSMUSG00000097762	0.633528265	0.675
ENSG00000258976	ENSMUSG00000079645	0.708253359	0.75
ENSG00000259005	ENSMUSG00000079645	0.667946257	0.75
ENSG00000270000	ENSMUSG00000079645	0.671785029	0.75
ENSG00000224721	ENSMUSG00000097902	0.590631365	0.724137931
ENSG00000233208	ENSMUSG00000072884	0.708061002	0.923076923
ENSG00000258301	ENSMUSG00000097208	0.725446429	0.628571429
ENSG00000258380	ENSMUSG00000033731	0.720647773	0.866666667
ENSG00000258380	ENSMUSG00000097917	0.63803681	0.8
ENSG00000258380	ENSMUSG00000099597	0.664596273	0.8
ENSG00000258402	ENSMUSG00000097488	0.70766129	0.633333333
ENSG00000258424	ENSMUSG00000096947	0.754424779	0.928571429
ENSG00000258424	ENSMUSG00000099597	0.351966874	0.466666667
ENSG00000258454	ENSMUSG00000097543	0.709812109	0.571428571
ENSG00000258454	ENSMUSG00000103301	0.641547862	0.517241379
ENSG00000258473	ENSMUSG00000097208	0.714285714	0.657142857
ENSG00000258478	ENSMUSG00000103136	0.933933934	0.5
ENSG00000258569	ENSMUSG00000097208	0.700892857	0.6
ENSG00000258569	ENSMUSG00000097488	0.45766129	0.7
ENSG00000258646	ENSMUSG00000102935	0.671875	0.69047619
ENSG00000258662	ENSMUSG00000103136	0.437125749	0.4
ENSG00000258675	ENSMUSG00000090722	0.801781737	0.714285714
ENSG00000258678	ENSMUSG00000096947	0.721238938	0.857142857
ENSG00000258678	ENSMUSG00000099597	0.33126294	0.466666667
ENSG00000258699	ENSMUSG00000033731	0.740890688	0.8
ENSG00000258699	ENSMUSG00000097917	0.629856851	0.733333333
ENSG00000258699	ENSMUSG00000099597	0.697722567	0.8
ENSG00000258719	ENSMUSG00000103136	0.919161677	0.428571429
ENSG00000258723	ENSMUSG00000103136	0.502717391	0.1875
ENSG00000258752	ENSMUSG00000033731	0.74291498	0.8
ENSG00000258752	ENSMUSG00000097917	0.63190184	0.733333333
ENSG00000258752	ENSMUSG00000099597	0.697722567	0.8
ENSG00000258766	ENSMUSG00000085004	0.67816092	0.75
ENSG00000258766	ENSMUSG00000097157	0.85472155	1
ENSG00000258792	ENSMUSG00000093465	0.566462168	0.642857143
ENSG00000258792	ENSMUSG00000100211	0.714285714	0.714285714
ENSG00000258819	ENSMUSG00000097208	0.709821429	0.657142857
ENSG00000258829	ENSMUSG00000103136	0.612612613	0.4
ENSG00000258874	ENSMUSG00000103136	0.927927928	0.428571429
ENSG00000258876	ENSMUSG00000097543	0.707724426	0.678571429
ENSG00000258876	ENSMUSG00000103301	0.751527495	0.689655172
ENSG00000258920	ENSMUSG00000033731	0.714574899	0.866666667
ENSG00000258920	ENSMUSG00000097917	0.642126789	0.8
ENSG00000258920	ENSMUSG00000099597	0.6563147	0.8
ENSG00000258935	ENSMUSG00000072884	0.65577342	0.857142857
ENSG00000258976	ENSMUSG00000102935	0.650390625	0.785714286
ENSG00000258999	ENSMUSG00000090722	0.815144766	0.714285714
ENSG00000259053	ENSMUSG00000093465	0.533742331	0.857142857
ENSG00000259053	ENSMUSG00000100211	0.708163265	1
ENSG00000259058	ENSMUSG00000097208	0.727678571	0.685714286
ENSG00000259073	ENSMUSG00000033731	0.643724696	0.8
ENSG00000259073	ENSMUSG00000097917	0.695296524	0.733333333
ENSG00000259073	ENSMUSG00000099597	0.527950311	0.666666667
ENSG00000259081	ENSMUSG00000097208	0.723214286	0.628571429
ENSG00000259103	ENSMUSG00000097902	0.725050916	0.862068966
ENSG00000259106	ENSMUSG00000103136	0.40625	0.4
ENSG00000259124	ENSMUSG00000097488	0.556451613	0.8
ENSG00000259163	ENSMUSG00000072884	0.605664488	0.785714286
ENSG00000259789	ENSMUSG00000096947	0.719026549	0.928571429
ENSG00000259789	ENSMUSG00000099597	0.314699793	0.466666667
ENSG00000273783	ENSMUSG00000086689	0.840449438	0.857142857
ENSG00000275198	ENSMUSG00000072884	0.747276688	0.923076923
ENSG00000277801	ENSMUSG00000033731	0.690283401	0.733333333
ENSG00000277801	ENSMUSG00000099597	0.784679089	0.733333333
ENSG00000279594	ENSMUSG00000102935	0.666015625	0.666666667
ENSG00000280078	ENSMUSG00000097543	0.688935282	0.642857143
ENSG00000280078	ENSMUSG00000103301	0.619144603	0.517241379
ENSG00000283627	ENSMUSG00000033731	0.603238866	0.6
ENSG00000283627	ENSMUSG00000096947	0.340707965	0.285714286
ENSG00000283627	ENSMUSG00000099597	0.720496894	0.666666667
ENSG00000283629	ENSMUSG00000097488	0.731854839	0.566666667
ENSG00000283629	ENSMUSG00000097902	0.647657841	0.482758621
ENSG00000196273	ENSMUSG00000021268	0.687657431	0.714285714
ENSG00000196273	ENSMUSG00000101767	0.696658098	0.764705882
ENSG00000197176	ENSMUSG00000085820	0.719723183	0.2
ENSG00000197176	ENSMUSG00000086319	0.556683587	0.333333333
ENSG00000197176	ENSMUSG00000092066	0.573913043	0.125
ENSG00000214548	ENSMUSG00000021268	0.803526448	0.923076923
ENSG00000214548	ENSMUSG00000097391	0.54005168	0.642857143
ENSG00000214548	ENSMUSG00000097451	0.712468193	0.846153846
ENSG00000214548	ENSMUSG00000098061	0.707379135	0.846153846
ENSG00000214548	ENSMUSG00000098202	0.57881137	0.714285714
ENSG00000214548	ENSMUSG00000101767	0.565552699	0.588235294
ENSG00000214548	ENSMUSG00000102657	0.647058824	0.785714286
ENSG00000223403	ENSMUSG00000021268	0.634760705	0.846153846
ENSG00000223403	ENSMUSG00000097391	0.824742268	0.785714286
ENSG00000223403	ENSMUSG00000097451	0.72519084	1
ENSG00000223403	ENSMUSG00000098061	0.730279898	1
ENSG00000223403	ENSMUSG00000098202	0.809278351	0.857142857
ENSG00000223403	ENSMUSG00000102657	0.769820972	0.928571429
ENSG00000225163	ENSMUSG00000091280	0.602094241	0.777777778
ENSG00000225746	ENSMUSG00000021268	0.727959698	0.785714286
ENSG00000225746	ENSMUSG00000097391	0.666666667	0.785714286
ENSG00000225746	ENSMUSG00000097451	0.765903308	0.928571429
ENSG00000225746	ENSMUSG00000098061	0.730279898	0.928571429
ENSG00000225746	ENSMUSG00000098202	0.702842377	0.857142857
ENSG00000225746	ENSMUSG00000102657	0.718670077	0.928571429
ENSG00000230805	ENSMUSG00000097698	0.645244216	0.846153846
ENSG00000246084	ENSMUSG00000085801	0.538842975	0.666666667
ENSG00000246084	ENSMUSG00000091583	0.726480836	0.375
ENSG00000246223	ENSMUSG00000085120	0.676625659	0
ENSG00000246223	ENSMUSG00000085820	0.581314879	0.2
ENSG00000246223	ENSMUSG00000086060	0.640070922	0
ENSG00000246223	ENSMUSG00000086319	0.712351946	0.333333333
ENSG00000247092	ENSMUSG00000100975	0.728070175	0.470588235
ENSG00000256357	ENSMUSG00000086432	0.576923077	0.512820513
ENSG00000256705	ENSMUSG00000090327	0.495429616	0.52173913
ENSG00000258379	ENSMUSG00000085120	0.565905097	0
ENSG00000258379	ENSMUSG00000085820	0.667820069	0.2
ENSG00000258379	ENSMUSG00000086319	0.634517766	0.333333333
ENSG00000258383	ENSMUSG00000097847	0.604700855	0.529411765
ENSG00000258393	ENSMUSG00000091280	0.680628272	0.777777778
ENSG00000258393	ENSMUSG00000091583	0.545296167	0.875
ENSG00000258399	ENSMUSG00000021268	0.82115869	0.916666667
ENSG00000258399	ENSMUSG00000097391	0.59697733	0.642857143
ENSG00000258399	ENSMUSG00000097451	0.77581864	0.846153846
ENSG00000258399	ENSMUSG00000098061	0.770780856	0.846153846
ENSG00000258399	ENSMUSG00000098202	0.634760705	0.714285714
ENSG00000258399	ENSMUSG00000102657	0.707808564	0.785714286
ENSG00000258437	ENSMUSG00000072884	0.588235294	0.785714286
ENSG00000258481	ENSMUSG00000090050	0.404569892	0.772727273
ENSG00000258497	ENSMUSG00000097391	0.762273902	0.928571429
ENSG00000258497	ENSMUSG00000097451	0.577608142	0.785714286
ENSG00000258497	ENSMUSG00000098061	0.582697201	0.785714286
ENSG00000258497	ENSMUSG00000098202	0.713178295	0.857142857
ENSG00000258497	ENSMUSG00000102657	0.644501279	0.785714286
ENSG00000258499	ENSMUSG00000096751	0.343434343	0.470588235
ENSG00000258499	ENSMUSG00000100006	0.343434343	0.470588235
ENSG00000258499	ENSMUSG00000102953	0.373863636	0.53125
ENSG00000258504	ENSMUSG00000101767	0.799485861	0.764705882
ENSG00000258511	ENSMUSG00000084871	0.707885305	0
ENSG00000258511	ENSMUSG00000085801	0.566942149	0
ENSG00000258511	ENSMUSG00000086037	0.722419929	0
ENSG00000258521	ENSMUSG00000101767	0.804627249	0.882352941
ENSG00000258560	ENSMUSG00000097788	0.607798165	0.888888889
ENSG00000258576	ENSMUSG00000097698	0.62915601	0.666666667
ENSG00000258584	ENSMUSG00000100789	0.418429003	0.577777778
ENSG00000258620	ENSMUSG00000101767	0.809768638	0.941176471
ENSG00000258663	ENSMUSG00000097698	0.809768638	0.923076923
ENSG00000258666	ENSMUSG00000101767	0.807197943	0.882352941
ENSG00000258672	ENSMUSG00000097788	0.674311927	0.823529412
ENSG00000258672	ENSMUSG00000097847	0.692307692	0.882352941
ENSG00000258693	ENSMUSG00000097788	0.683486239	0.888888889
ENSG00000258716	ENSMUSG00000072884	0.5708061	0.785714286
ENSG00000258717	ENSMUSG00000097698	0.683804627	0.714285714
ENSG00000258730	ENSMUSG00000095174	0.370786517	0.636363636
ENSG00000258742	ENSMUSG00000095174	0.356179775	0.515151515
ENSG00000258795	ENSMUSG00000084871	0.600358423	0.6
ENSG00000258795	ENSMUSG00000086037	0.556939502	0.4
ENSG00000258798	ENSMUSG00000097121	0.625	0.733333333
ENSG00000258798	ENSMUSG00000097160	0.575510204	0.647058824
ENSG00000258825	ENSMUSG00000091280	0.605584642	0.777777778
ENSG00000258861	ENSMUSG00000021268	0.649874055	0.846153846
ENSG00000258861	ENSMUSG00000097391	0.817010309	0.785714286
ENSG00000258861	ENSMUSG00000097451	0.740458015	1
ENSG00000258861	ENSMUSG00000098061	0.735368957	1
ENSG00000258861	ENSMUSG00000098202	0.806701031	0.857142857
ENSG00000258861	ENSMUSG00000102657	0.772378517	0.928571429
ENSG00000258869	ENSMUSG00000085820	0.679930796	0.2
ENSG00000258869	ENSMUSG00000086319	0.61928934	0.333333333
ENSG00000258869	ENSMUSG00000092066	0.506086957	0.125
ENSG00000258875	ENSMUSG00000097121	0.614919355	0.764705882
ENSG00000258875	ENSMUSG00000097160	0.630612245	0.823529412
ENSG00000258904	ENSMUSG00000101767	0.778920308	0.666666667
ENSG00000258959	ENSMUSG00000090327	0.606946984	0.608695652
ENSG00000258959	ENSMUSG00000097832	0.514652015	0.366666667
ENSG00000258982	ENSMUSG00000097788	0.493119266	0.823529412
ENSG00000258987	ENSMUSG00000090185	0.406727829	0.553191489
ENSG00000259004	ENSMUSG00000021268	0.594458438	0.785714286
ENSG00000259004	ENSMUSG00000097391	0.824289406	0.857142857
ENSG00000259004	ENSMUSG00000097451	0.684478372	0.928571429
ENSG00000259004	ENSMUSG00000098061	0.68956743	0.928571429
ENSG00000259004	ENSMUSG00000098202	0.803617571	0.928571429
ENSG00000259004	ENSMUSG00000102657	0.751918159	0.928571429
ENSG00000259026	ENSMUSG00000092066	0.629565217	0.875
ENSG00000259031	ENSMUSG00000101767	0.799492386	0.882352941
ENSG00000259052	ENSMUSG00000097788	0.467889908	0.75
ENSG00000259082	ENSMUSG00000097391	0.604651163	0.642857143
ENSG00000259082	ENSMUSG00000097451	0.422391858	0.538461538
ENSG00000259082	ENSMUSG00000098061	0.427480916	0.538461538
ENSG00000259082	ENSMUSG00000098202	0.555555556	0.571428571
ENSG00000259082	ENSMUSG00000102657	0.488491049	0.5
ENSG00000259088	ENSMUSG00000090327	0.468007313	0.52173913
ENSG00000259097	ENSMUSG00000085120	0.72056239	0.5
ENSG00000259097	ENSMUSG00000086060	0.726950355	0.333333333
ENSG00000259097	ENSMUSG00000086319	0.659898477	0.333333333
ENSG00000259110	ENSMUSG00000091280	0.691099476	0.777777778
ENSG00000259110	ENSMUSG00000091583	0.571428571	0.875
ENSG00000259119	ENSMUSG00000085641	0.671506352	0.7
ENSG00000259119	ENSMUSG00000086975	0.662337662	0.7
ENSG00000259143	ENSMUSG00000100975	0.598684211	0.5
ENSG00000259166	ENSMUSG00000097391	0.594315245	0.642857143
ENSG00000259166	ENSMUSG00000097451	0.41221374	0.538461538
ENSG00000259166	ENSMUSG00000098061	0.417302799	0.538461538
ENSG00000259166	ENSMUSG00000098202	0.545219638	0.571428571
ENSG00000259166	ENSMUSG00000102657	0.47826087	0.5
ENSG00000259230	ENSMUSG00000097381	0.446917808	0.470588235
ENSG00000259230	ENSMUSG00000097650	0.511926606	0.533333333
ENSG00000259508	ENSMUSG00000097081	0.45	0.628571429
ENSG00000259508	ENSMUSG00000097832	0.498168498	0.666666667
ENSG00000260810	ENSMUSG00000097121	0.620967742	0.8125
ENSG00000260810	ENSMUSG00000097160	0.634693878	0.823529412
ENSG00000278396	ENSMUSG00000095174	0.303370787	0.484848485
ENSG00000278990	ENSMUSG00000085641	0.675136116	0.7
ENSG00000278990	ENSMUSG00000086975	0.662337662	0.7
ENSG00000279593	ENSMUSG00000090185	0.414373089	0.531914894
ENSG00000280070	ENSMUSG00000091280	0.62478185	0.777777778
ENSG00000246451	ENSMUSG00000090026	0.573089701	0.58974359
ENSG00000246451	ENSMUSG00000097650	0.326605505	0.433333333
ENSG00000251533	ENSMUSG00000090026	0.458471761	0.564102564
ENSG00000251533	ENSMUSG00000096995	0.525974026	0.722222222
ENSG00000251533	ENSMUSG00000097081	0.54516129	0.742857143
ENSG00000251602	ENSMUSG00000097476	0.303299492	0.677419355
ENSG00000257622	ENSMUSG00000097476	0.355329949	0.774193548
ENSG00000258534	ENSMUSG00000090026	0.483388704	0.615384615
ENSG00000258593	ENSMUSG00000097476	0.327411168	0.677419355
ENSG00000258593	ENSMUSG00000103898	0.444927536	0.783783784
ENSG00000258598	ENSMUSG00000103080	0.6	0.727272727
ENSG00000258735	ENSMUSG00000090193	0.488372093	0.58974359
ENSG00000258736	ENSMUSG00000103080	0.50619469	0.704545455
ENSG00000258736	ENSMUSG00000103898	0.442028986	0.756756757
ENSG00000258748	ENSMUSG00000103080	0.492035398	0.636363636
ENSG00000258851	ENSMUSG00000090193	0.566445183	0.538461538
ENSG00000258858	ENSMUSG00000103080	0.495575221	0.704545455
ENSG00000258858	ENSMUSG00000103898	0.437681159	0.783783784
ENSG00000258914	ENSMUSG00000090193	0.480066445	0.615384615
ENSG00000259037	ENSMUSG00000103080	0.515044248	0.772727273
ENSG00000259037	ENSMUSG00000103898	0.415942029	0.763157895
ENSG00000259444	ENSMUSG00000097381	0.529109589	0.764705882
ENSG00000259515	ENSMUSG00000097381	0.590753425	0.764705882
ENSG00000259717	ENSMUSG00000090026	0.453488372	0.512820513
ENSG00000259717	ENSMUSG00000096995	0.522727273	0.694444444
ENSG00000259717	ENSMUSG00000097081	0.551612903	0.771428571
