Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000237938	XLOC_026924_ops	0.247787611	0.090909091
ENSG00000237938	XLOC_026925_ops	0.241150442	0.121212121
ENSG00000237938	XLOC_026926_ops	0.254424779	0.090909091
ENSG00000237938	XLOC_026927_ops	0.254424779	0.060606061
ENSG00000237938	XLOC_026928_ops	0.274336283	0.060606061
ENSG00000237938	XLOC_026929_ops	0.263274336	0.090909091
ENSG00000237938	XLOC_030030_ops	0.190265487	0.121212121
ENSG00000237938	XLOC_030036_ops	0.092421442	0.114285714
ENSG00000237938	XLOC_030037_ops	0.35786802	0.12
ENSG00000237938	XLOC_030042_ops	0.139593909	0.08
ENSG00000237938	XLOC_030043_ops	0.131979695	0.08
ENSG00000237943	XLOC_041842_ops	0.203208556	0.2
ENSG00000237943	XLOC_041843_ops	0.254010695	0.272727273
ENSG00000237943	XLOC_041846_ops	0.375	0.230769231
ENSG00000237945	XLOC_027782_ops	0.289017341	0.222222222
ENSG00000237945	XLOC_027784_ops	0.346820809	0.185185185
ENSG00000237945	XLOC_027786_ops	0.441011236	0.307692308
ENSG00000237945	XLOC_027788_ops	0.609550562	0.692307692
ENSG00000237945	XLOC_027789_ops	0.558988764	0.653846154
ENSG00000237945	XLOC_027790_ops	0.558988764	0.653846154
ENSG00000237945	XLOC_027791_ops	0.52247191	0.692307692
ENSG00000237945	XLOC_027792_ops	0.402531646	0.411764706
ENSG00000237945	XLOC_027793_ops	0.410126582	0.382352941
ENSG00000237945	XLOC_027795_ops	0.379746835	0.382352941
ENSG00000237945	XLOC_027798_ops	0.389873418	0.352941176
ENSG00000237947	XLOC_016076_ops	0.357142857	0.555555556
ENSG00000237949	XLOC_000341_ops	0.571428571	0.727272727
ENSG00000237949	XLOC_000344_ops	0.465714286	0.615384615
ENSG00000237949	XLOC_000345_ops	0.451704545	0.571428571
ENSG00000237950	XLOC_010002_ops	0.36635514	0.520833333
ENSG00000237950	XLOC_010003_ops	0.481632653	0.760869565
ENSG00000237950	XLOC_010004_ops	0.5	0.574468085
ENSG00000237950	XLOC_010005_ops	0.438405797	0.641025641
ENSG00000237950	XLOC_010008_ops	0.324167873	0.578947368
ENSG00000237950	XLOC_010009_ops	0.372983871	0.340425532
ENSG00000237950	XLOC_010011_ops	0.34086629	0.384615385
ENSG00000237954	XLOC_016940_ops	0.375	0.545454545
ENSG00000237954	XLOC_016941_ops	0.4125	0.545454545
ENSG00000237954	XLOC_016942_ops	0.667655786	0.636363636
ENSG00000237954	XLOC_016943_ops	0.706231454	0.777777778
ENSG00000237976	XLOC_013365_ops	0.482213439	0.649122807
ENSG00000237976	XLOC_013366_ops	0.462686567	0.649122807
ENSG00000237976	XLOC_013367_ops	0.466292135	0.649122807
ENSG00000237976	XLOC_013369_ops	0.53187251	0.754385965
ENSG00000237976	XLOC_013370_ops	0.508865248	0.75862069
ENSG00000237976	XLOC_013372_ops	0.535405872	0.824561404
ENSG00000237976	XLOC_013373_ops	0.562162162	0.807017544
ENSG00000237976	XLOC_013374_ops	0.556840077	0.719298246
ENSG00000237976	XLOC_013375_ops	0.525193798	0.719298246
ENSG00000237976	XLOC_013376_ops	0.460496614	0.620689655
ENSG00000237976	XLOC_013377_ops	0.39503386	0.534482759
ENSG00000237976	XLOC_013378_ops	0.379232506	0.5
ENSG00000237978	XLOC_039106_ops	0.715909091	0.916666667
ENSG00000237978	XLOC_040463_ops	0.267734554	0.5
ENSG00000237980	XLOC_014701_ops	0.37398374	0.681818182
ENSG00000237980	XLOC_014703_ops	0.53638814	0.823529412
ENSG00000237980	XLOC_014711_ops	0.582210243	0.529411765
ENSG00000237980	XLOC_014712_ops	0.576819407	0.470588235
ENSG00000237980	XLOC_014713_ops	0.528301887	0.411764706
ENSG00000237980	XLOC_014714_ops	0.461956522	0.428571429
ENSG00000237980	XLOC_014715_ops	0.464673913	0.428571429
ENSG00000237980	XLOC_014720_ops	0.432065217	0.380952381
ENSG00000237986	XLOC_044009_ops	0.663341646	0.428571429
ENSG00000237986	XLOC_044011_ops	0.705735661	0.428571429
ENSG00000237986	XLOC_044012_ops	0.753117207	0.571428571
ENSG00000237986	XLOC_044013_ops	0.66084788	0.555555556
ENSG00000237986	XLOC_044014_ops	0.673316708	0.75
ENSG00000237986	XLOC_044015_ops	0.483790524	0.454545455
ENSG00000237986	XLOC_044016_ops	0.574879227	0.818181818
ENSG00000237986	XLOC_044017_ops	0.413043478	0.636363636
ENSG00000237986	XLOC_044019_ops	0.195652174	0.416666667
ENSG00000237987	XLOC_016865_ops	0.247910864	0.16
ENSG00000237987	XLOC_016868_ops	0.284122563	0.16
ENSG00000237987	XLOC_016870_ops	0.272980501	0.16
ENSG00000237987	XLOC_016872_ops	0.245125348	0.12
ENSG00000237987	XLOC_016873_ops	0.181058496	0.12
ENSG00000237987	XLOC_016874_ops	0.318275154	0.555555556
ENSG00000237987	XLOC_016875_ops	0.371663244	0.555555556
ENSG00000237987	XLOC_016876_ops	0.373716632	0.444444444
ENSG00000237989	XLOC_027757_ops	0.352564103	0.620689655
ENSG00000237989	XLOC_027758_ops	0.382478632	0.586206897
ENSG00000237989	XLOC_027759_ops	0.367521368	0.551724138
ENSG00000237989	XLOC_027760_ops	0.358974359	0.551724138
ENSG00000237989	XLOC_027761_ops	0.290598291	0.448275862
ENSG00000237989	XLOC_027762_ops	0.288461538	0.482758621
ENSG00000237990	XLOC_037642_ops	0.722326454	0.666666667
ENSG00000237990	XLOC_037644_ops	0.660412758	0.5
ENSG00000237992	XLOC_009881_ops	0.281578947	0.454545455
ENSG00000237992	XLOC_009882_ops	0.294594595	0.454545455
ENSG00000237993	XLOC_017103_ops	0.432692308	0.315789474
ENSG00000237993	XLOC_017104_ops	0.444711538	0.368421053
ENSG00000237993	XLOC_017106_ops	0.4375	0.473684211
ENSG00000237993	XLOC_017108_ops	0.545673077	0.736842105
ENSG00000237993	XLOC_017110_ops	0.538461538	0.789473684
ENSG00000237993	XLOC_017119_ops	0.459207459	0.533333333
ENSG00000237993	XLOC_017124_ops	0.396270396	0.6
ENSG00000237994	XLOC_024857_ops	0.5	0.4
ENSG00000237994	XLOC_027915_ops	0.465346535	0.333333333
ENSG00000237994	XLOC_027916_ops	0.29950495	0.4
ENSG00000238004	XLOC_025482_ops	0.353846154	0.333333333
ENSG00000238005	XLOC_010983_ops	0.474272931	0.583333333
ENSG00000238005	XLOC_010985_ops	0.552572707	0.75
ENSG00000238005	XLOC_010986_ops	0.581655481	0.833333333
ENSG00000238005	XLOC_010987_ops	0.534675615	0.75
ENSG00000238005	XLOC_010993_ops	0.485458613	0.75
ENSG00000238005	XLOC_010997_ops	0.387024609	0.583333333
ENSG00000238007	XLOC_013459_ops	0.416666667	0.403846154
ENSG00000238007	XLOC_013463_ops	0.539772727	0.615384615
ENSG00000238007	XLOC_013468_ops	0.520833333	0.576923077
ENSG00000238007	XLOC_013469_ops	0.45112782	0.528301887
ENSG00000238007	XLOC_013470_ops	0.407465008	0.645833333
ENSG00000238007	XLOC_013472_ops	0.41641791	0.708333333
ENSG00000238007	XLOC_013474_ops	0.441389291	0.729166667
ENSG00000238007	XLOC_013475_ops	0.442836469	0.729166667
ENSG00000238007	XLOC_013476_ops	0.442196532	0.729166667
ENSG00000238007	XLOC_013479_ops	0.371385084	0.666666667
ENSG00000238007	XLOC_013480_ops	0.333333333	0.5625
ENSG00000238007	XLOC_013485_ops	0.167883212	0.354166667
ENSG00000238010	XLOC_002736_ops	0.329918033	0.238095238
ENSG00000238010	XLOC_002737_ops	0.37295082	0.19047619
ENSG00000238010	XLOC_002738_ops	0.415983607	0.19047619
ENSG00000238010	XLOC_002740_ops	0.432377049	0.19047619
ENSG00000238010	XLOC_002743_ops	0.32278481	0.375
ENSG00000238010	XLOC_002744_ops	0.360759494	0.4375
ENSG00000238010	XLOC_002745_ops	0.369198312	0.3125
ENSG00000238010	XLOC_002746_ops	0.35443038	0.4375
ENSG00000238010	XLOC_002747_ops	0.373417722	0.375
ENSG00000238010	XLOC_002748_ops	0.375527426	0.4375
ENSG00000238010	XLOC_002749_ops	0.364978903	0.375
ENSG00000238010	XLOC_007636_ops	0.206	0.115384615
ENSG00000238010	XLOC_007639_ops	0.31	0.269230769
ENSG00000238010	XLOC_007640_ops	0.286	0.230769231
ENSG00000238010	XLOC_007641_ops	0.288	0.269230769
ENSG00000238010	XLOC_007643_ops	0.298	0.230769231
ENSG00000238012	XLOC_004067_ops	0.390243902	0.615384615
ENSG00000238012	XLOC_004069_ops	0.550135501	0.692307692
ENSG00000238012	XLOC_004070_ops	0.579945799	0.769230769
ENSG00000238012	XLOC_004072_ops	0.455284553	0.538461538
ENSG00000238018	XLOC_004137_ops	0.611973392	0.631578947
ENSG00000238019	XLOC_016815_ops	0.676470588	0.857142857
ENSG00000238022	XLOC_010373_ops	0.407172996	0.7
ENSG00000238033	XLOC_042899_ops	0.403809524	0.588235294
ENSG00000238033	XLOC_042900_ops	0.429111531	0.647058824
ENSG00000238033	XLOC_042906_ops	0.445920304	0.722222222
ENSG00000238033	XLOC_042908_ops	0.439539347	0.722222222
ENSG00000238034	XLOC_008890_ops	0.45923913	0.428571429
ENSG00000238034	XLOC_008894_ops	0.581521739	0.75
ENSG00000238034	XLOC_008898_ops	0.393364929	0.4
ENSG00000238034	XLOC_008899_ops	0.393364929	0.5
ENSG00000238034	XLOC_008900_ops	0.345971564	0.3
ENSG00000238034	XLOC_008901_ops	0.322274882	0.4
ENSG00000238039	XLOC_045963_ops	0.652777778	0.5
ENSG00000238039	XLOC_045966_ops	0.783933518	0.375
ENSG00000238039	XLOC_045968_ops	0.821022727	0.3125
ENSG00000238039	XLOC_045969_ops	0.818696884	0.3125
ENSG00000238039	XLOC_045971_ops	0.741477273	0.25
ENSG00000238039	XLOC_045972_ops	0.642045455	0.1875
ENSG00000238039	XLOC_045973_ops	0.644886364	0.25
ENSG00000238042	XLOC_014770_ops	0.398860399	0.142857143
ENSG00000238043	XLOC_040813_ops	0.273684211	0.111111111
ENSG00000238057	XLOC_025418_ops	0.495454545	0.75
ENSG00000238057	XLOC_025419_ops	0.702272727	0.75
ENSG00000238057	XLOC_025420_ops	0.706818182	0.75
ENSG00000238058	XLOC_003102_ops	0.213995943	0.326086957
ENSG00000238058	XLOC_003103_ops	0.212981744	0.347826087
ENSG00000238058	XLOC_003104_ops	0.206896552	0.304347826
ENSG00000238058	XLOC_003106_ops	0.192697769	0.304347826
ENSG00000238058	XLOC_003109_ops	0.136916836	0.282608696
ENSG00000238058	XLOC_003130_ops	0.051724138	0.130434783
ENSG00000238058	XLOC_003131_ops	0.051724138	0.130434783
ENSG00000238058	XLOC_003132_ops	0.055780933	0.173913043
ENSG00000238058	XLOC_003133_ops	0.045638945	0.304347826
ENSG00000238062	XLOC_017503_ops	0.078635015	0.142857143
ENSG00000238062	XLOC_017505_ops	0.091836735	0.176470588
ENSG00000238062	XLOC_017508_ops	0.090778098	0.176470588
ENSG00000238062	XLOC_017509_ops	0.092647059	0.176470588
ENSG00000238062	XLOC_017510_ops	0.064801178	0.15625
ENSG00000238062	XLOC_017511_ops	0.046676096	0.151515152
ENSG00000238063	XLOC_027511_ops	0.375266525	0.384615385
ENSG00000238063	XLOC_027513_ops	0.420502092	0.576923077
ENSG00000238063	XLOC_027515_ops	0.439330544	0.653846154
ENSG00000238063	XLOC_027517_ops	0.443113772	0.666666667
ENSG00000238063	XLOC_027518_ops	0.461077844	0.666666667
ENSG00000238063	XLOC_027527_ops	0.610778443	0.592592593
ENSG00000238063	XLOC_027528_ops	0.515564202	0.322580645
ENSG00000238063	XLOC_027529_ops	0.507782101	0.322580645
ENSG00000238063	XLOC_027532_ops	0.494163424	0.322580645
ENSG00000238063	XLOC_027533_ops	0.474708171	0.290322581
ENSG00000238063	XLOC_027534_ops	0.470817121	0.290322581
ENSG00000238063	XLOC_027535_ops	0.46692607	0.290322581
ENSG00000238078	XLOC_010841_ops	0.544270833	0.9
ENSG00000238078	XLOC_010843_ops	0.574766355	0.545454545
ENSG00000238078	XLOC_010844_ops	0.537383178	0.636363636
ENSG00000238078	XLOC_010845_ops	0.61682243	0.636363636
ENSG00000238078	XLOC_010846_ops	0.658878505	0.636363636
ENSG00000238078	XLOC_010854_ops	0.343490305	0.25
ENSG00000238097	XLOC_040813_ops	0.273684211	0.111111111
ENSG00000238099	XLOC_016683_ops	0.580246914	0.538461538
ENSG00000238099	XLOC_016687_ops	0.654320988	0.7
ENSG00000238102	XLOC_004014_ops	0.529562982	0.25
ENSG00000238107	XLOC_017159_ops	0.171247357	0.153846154
ENSG00000238107	XLOC_017160_ops	0.188679245	0.148148148
ENSG00000238107	XLOC_017167_ops	0.275531915	0.185185185
ENSG00000238117	XLOC_026173_ops	0.304347826	0.75
ENSG00000238120	XLOC_043079_ops	0.149741824	0.192307692
ENSG00000238120	XLOC_043081_ops	0.307458143	0.533333333
ENSG00000238121	XLOC_029387_ops	0.232026144	0.307692308
ENSG00000238121	XLOC_029388_ops	0.267368421	0.333333333
ENSG00000238121	XLOC_029390_ops	0.412631579	0.5
ENSG00000238121	XLOC_029391_ops	0.471578947	0.5
ENSG00000238121	XLOC_029393_ops	0.509473684	0.5
ENSG00000238121	XLOC_029395_ops	0.490526316	0.5
ENSG00000238121	XLOC_029398_ops	0.467368421	0.5
ENSG00000238121	XLOC_029401_ops	0.389067524	0.461538462
ENSG00000238121	XLOC_029403_ops	0.380191693	0.461538462
ENSG00000238122	XLOC_017007_ops	0.366315789	0.380952381
ENSG00000238122	XLOC_017009_ops	0.652631579	0.80952381
ENSG00000238122	XLOC_017010_ops	0.621052632	0.80952381
ENSG00000238122	XLOC_017011_ops	0.465263158	0.6
ENSG00000238122	XLOC_017013_ops	0.450617284	0.685714286
ENSG00000238122	XLOC_017015_ops	0.386831276	0.657142857
ENSG00000238123	XLOC_024811_ops	0.58677686	0.454545455
ENSG00000238123	XLOC_024813_ops	0.454545455	0.583333333
ENSG00000238123	XLOC_024814_ops	0.393939394	0.466666667
ENSG00000238123	XLOC_024815_ops	0.41322314	0.466666667
ENSG00000238123	XLOC_024816_ops	0.297520661	0.357142857
ENSG00000238123	XLOC_024817_ops	0.242424242	0.357142857
ENSG00000238124	XLOC_017381_ops	0.215568862	0.379310345
ENSG00000238131	XLOC_035898_ops	0.37254902	0.25
ENSG00000238133	XLOC_025583_ops	0.165501166	0.466666667
ENSG00000238133	XLOC_025585_ops	0.205128205	0.4375
ENSG00000238133	XLOC_028674_ops	0.412887828	0.470588235
ENSG00000238133	XLOC_028675_ops	0.408114558	0.529411765
ENSG00000238133	XLOC_028676_ops	0.391608392	0.666666667
ENSG00000238133	XLOC_028677_ops	0.372960373	0.533333333
ENSG00000238140	XLOC_009923_ops	0.320224719	0.4
ENSG00000238140	XLOC_009924_ops	0.34870317	0.444444444
ENSG00000238140	XLOC_013876_ops	0.394793926	0.625
ENSG00000238140	XLOC_013877_ops	0.423290203	0.714285714
ENSG00000238140	XLOC_013878_ops	0.399617591	0.714285714
ENSG00000238140	XLOC_013879_ops	0.546511628	0.541666667
ENSG00000238140	XLOC_013880_ops	0.520348837	0.5
ENSG00000238140	XLOC_013881_ops	0.511627907	0.541666667
ENSG00000238140	XLOC_013882_ops	0.502906977	0.458333333
ENSG00000238141	XLOC_027682_ops	0.405128205	0.466666667
ENSG00000238141	XLOC_027686_ops	0.47107438	0.5
ENSG00000238141	XLOC_027687_ops	0.512195122	0.666666667
ENSG00000238141	XLOC_027690_ops	0.379844961	0.588235294
ENSG00000238141	XLOC_027692_ops	0.293193717	0.526315789
ENSG00000238142	XLOC_026869_ops	0.294964029	0.282051282
ENSG00000238142	XLOC_026870_ops	0.480968858	0.64516129
ENSG00000238142	XLOC_026871_ops	0.529411765	0.709677419
ENSG00000238142	XLOC_026872_ops	0.538062284	0.709677419
ENSG00000238142	XLOC_026873_ops	0.467128028	0.677419355
ENSG00000238142	XLOC_026874_ops	0.435986159	0.580645161
ENSG00000238142	XLOC_026877_ops	0.527985075	0.675
ENSG00000238142	XLOC_026878_ops	0.537313433	0.7
ENSG00000238142	XLOC_026879_ops	0.550373134	0.75
ENSG00000238142	XLOC_026880_ops	0.464552239	0.675
ENSG00000238142	XLOC_026883_ops	0.330223881	0.525
ENSG00000238142	XLOC_026886_ops	0.288930582	0.475
ENSG00000238142	XLOC_026887_ops	0.285178236	0.475
ENSG00000238142	XLOC_029991_ops	0.484794275	0.666666667
ENSG00000238156	XLOC_012379_ops	0.619047619	0.8
ENSG00000238156	XLOC_012380_ops	0.602240896	0.75
ENSG00000238158	XLOC_022851_ops	0.223097113	0.25
ENSG00000238158	XLOC_022852_ops	0.283464567	0.25
ENSG00000238158	XLOC_022854_ops	0.307086614	0.3125
ENSG00000238160	XLOC_002000_ops	0.294573643	0.121212121
ENSG00000238160	XLOC_006885_ops	0.271317829	0.303030303
ENSG00000238160	XLOC_006888_ops	0.379844961	0.454545455
ENSG00000238164	XLOC_027064_ops	0.251264755	0.157894737
ENSG00000238164	XLOC_027066_ops	0.224283305	0.157894737
ENSG00000238164	XLOC_027070_ops	0.188870152	0.140350877
ENSG00000238164	XLOC_027071_ops	0.180438449	0.140350877
ENSG00000238164	XLOC_030008_ops	0.074141049	0.161290323
ENSG00000238164	XLOC_030010_ops	0.109403255	0.235294118
ENSG00000238164	XLOC_030012_ops	0.121157324	0.272727273
ENSG00000238164	XLOC_030013_ops	0.104882459	0.228571429
ENSG00000238164	XLOC_030170_ops	0.219723183	0.057142857
ENSG00000238164	XLOC_030171_ops	0.21799308	0.057142857
ENSG00000238164	XLOC_030188_ops	0.080944351	0.192982456
ENSG00000238164	XLOC_030191_ops	0.047217538	0.157894737
ENSG00000238164	XLOC_030193_ops	0.115916955	0.171428571
ENSG00000238164	XLOC_030194_ops	0.115916955	0.171428571
ENSG00000238169	XLOC_026235_ops	0.405857741	0.333333333
ENSG00000238178	XLOC_038220_ops	0.316622691	0.368421053
ENSG00000238185	XLOC_029390_ops	0.269230769	0.375
ENSG00000238185	XLOC_029391_ops	0.323529412	0.375
ENSG00000238185	XLOC_029393_ops	0.36677116	0.4375
ENSG00000238185	XLOC_029395_ops	0.366336634	0.375
ENSG00000238185	XLOC_029398_ops	0.430656934	0.4
ENSG00000238185	XLOC_029401_ops	0.452554745	0.5
ENSG00000238185	XLOC_029403_ops	0.469586375	0.6
ENSG00000238186	XLOC_030659_ops	0.319029851	0.5
ENSG00000238186	XLOC_030660_ops	0.21641791	0.351351351
ENSG00000238186	XLOC_030689_ops	0.09141791	0.12195122
ENSG00000238186	XLOC_030690_ops	0.093283582	0.119047619
ENSG00000238186	XLOC_030698_ops	0.14738806	0.21875
ENSG00000238189	XLOC_038885_ops	0.427616927	0.416666667
ENSG00000238189	XLOC_038886_ops	0.668151448	0.416666667
ENSG00000238189	XLOC_038888_ops	0.516703786	0.5
ENSG00000238194	XLOC_003246_ops	0.40862423	0.647058824
ENSG00000238194	XLOC_003248_ops	0.425051335	0.736842105
ENSG00000238195	XLOC_020952_ops	0.340540541	0.15
ENSG00000238195	XLOC_020953_ops	0.327027027	0.15
ENSG00000238197	XLOC_027793_ops	0.264150943	0.285714286
ENSG00000238197	XLOC_027795_ops	0.385869565	0.392857143
ENSG00000238197	XLOC_027798_ops	0.516304348	0.607142857
ENSG00000238197	XLOC_027800_ops	0.470899471	0.592592593
ENSG00000238197	XLOC_027801_ops	0.495956873	0.535714286
ENSG00000238197	XLOC_027806_ops	0.603773585	0.555555556
ENSG00000238197	XLOC_027807_ops	0.423180593	0.428571429
ENSG00000238197	XLOC_027809_ops	0.374663073	0.392857143
ENSG00000238197	XLOC_027810_ops	0.380053908	0.357142857
ENSG00000238197	XLOC_027811_ops	0.339622642	0.321428571
ENSG00000238197	XLOC_027812_ops	0.355932203	0.333333333
ENSG00000238197	XLOC_027813_ops	0.38700565	0.259259259
ENSG00000238198	XLOC_017070_ops	0.435955056	0.2
ENSG00000238198	XLOC_017072_ops	0.527149321	0.45
ENSG00000238198	XLOC_017074_ops	0.542986425	0.5
ENSG00000238198	XLOC_017076_ops	0.604072398	0.6
ENSG00000238198	XLOC_017083_ops	0.475113122	0.8
ENSG00000238198	XLOC_017085_ops	0.34841629	0.7
ENSG00000238198	XLOC_017087_ops	0.368539326	0.48
ENSG00000238201	XLOC_004067_ops	0.399463807	0.615384615
ENSG00000238201	XLOC_004069_ops	0.54691689	0.692307692
ENSG00000238201	XLOC_004070_ops	0.576407507	0.769230769
ENSG00000238201	XLOC_004072_ops	0.44772118	0.538461538
ENSG00000238202	XLOC_042067_ops	0.386486486	0.5
ENSG00000238202	XLOC_042070_ops	0.425110132	0.583333333
ENSG00000238207	XLOC_025356_ops	0.513011152	0.428571429
ENSG00000238207	XLOC_025357_ops	0.594795539	0.375
ENSG00000238212	XLOC_011963_ops	0.1875	0.304347826
ENSG00000238212	XLOC_011964_ops	0.116438356	0.285714286
ENSG00000238217	XLOC_025794_ops	0.421633554	0.555555556
ENSG00000238217	XLOC_025795_ops	0.569536424	0.666666667
ENSG00000238217	XLOC_025797_ops	0.598233996	0.666666667
ENSG00000238217	XLOC_025798_ops	0.571743929	0.555555556
ENSG00000238221	XLOC_022828_ops	0.557734205	0.666666667
ENSG00000238221	XLOC_022829_ops	0.594771242	0.6
ENSG00000238221	XLOC_022830_ops	0.555555556	0.533333333
ENSG00000238221	XLOC_022831_ops	0.466230937	0.466666667
ENSG00000238224	XLOC_010920_ops	0.665245203	0.454545455
ENSG00000238230	XLOC_038634_ops	0.349344978	0.777777778
ENSG00000238230	XLOC_038635_ops	0.687772926	0.777777778
ENSG00000238230	XLOC_038637_ops	0.705240175	0.444444444
ENSG00000238230	XLOC_038639_ops	0.679487179	0.444444444
ENSG00000238232	XLOC_010830_ops	0.190909091	0.272727273
ENSG00000238232	XLOC_010833_ops	0.454545455	0.5
ENSG00000238232	XLOC_010836_ops	0.509513742	0.875
ENSG00000238232	XLOC_010841_ops	0.417475728	0.545454545
ENSG00000238250	XLOC_039895_ops	0.24852071	0.5
ENSG00000238250	XLOC_039896_ops	0.523668639	0.428571429
ENSG00000238260	XLOC_030174_ops	0.151003168	0.142857143
ENSG00000238260	XLOC_030176_ops	0.197465681	0.172413793
ENSG00000238260	XLOC_030179_ops	0.198521647	0.258064516
ENSG00000238260	XLOC_030185_ops	0.175290391	0.310344828
ENSG00000238260	XLOC_030186_ops	0.171066526	0.3
ENSG00000238260	XLOC_030188_ops	0.162618796	0.310344828
ENSG00000238260	XLOC_030191_ops	0.153429603	0.37037037
ENSG00000238260	XLOC_030193_ops	0.14801444	0.346153846
ENSG00000238260	XLOC_030194_ops	0.14801444	0.346153846
ENSG00000238262	XLOC_026173_ops	0.557723577	0.75
ENSG00000238262	XLOC_029281_ops	0.353944563	0.375
ENSG00000238266	XLOC_041842_ops	0.145205479	0.166666667
ENSG00000238266	XLOC_041843_ops	0.197260274	0.25
ENSG00000238266	XLOC_041846_ops	0.302884615	0.214285714
ENSG00000238268	XLOC_003130_ops	0.066006601	0.083333333
ENSG00000238268	XLOC_003131_ops	0.066006601	0.083333333
ENSG00000238268	XLOC_003132_ops	0.080858086	0.107142857
ENSG00000238268	XLOC_003133_ops	0.070957096	0.154761905
ENSG00000238268	XLOC_003140_ops	0.109861592	0.291139241
ENSG00000238268	XLOC_003141_ops	0.123702422	0.316455696
ENSG00000238268	XLOC_003142_ops	0.12716263	0.316455696
ENSG00000238268	XLOC_003145_ops	0.12716263	0.291139241
ENSG00000238268	XLOC_003155_ops	0.147058824	0.430379747
ENSG00000238268	XLOC_008075_ops	0.100660066	0.083333333
ENSG00000238270	XLOC_014455_ops	0.441489362	0.5
ENSG00000238272	XLOC_010435_ops	0.16426513	0.210526316
ENSG00000238272	XLOC_010438_ops	0.285302594	0.631578947
ENSG00000238272	XLOC_010443_ops	0.634482759	0.6875
ENSG00000238272	XLOC_010446_ops	0.529010239	0.5625
ENSG00000238272	XLOC_010447_ops	0.501672241	0.5625
ENSG00000238272	XLOC_014336_ops	0.458213256	0.578947368
ENSG00000238273	XLOC_038456_ops	0.367346939	0.285714286
ENSG00000238273	XLOC_038457_ops	0.370262391	0.285714286
ENSG00000238273	XLOC_038458_ops	0.531165312	0.4
ENSG00000238273	XLOC_038461_ops	0.682926829	0.909090909
ENSG00000238273	XLOC_038462_ops	0.233236152	0.428571429
ENSG00000238276	XLOC_005549_ops	0.558558559	0.230769231
ENSG00000238276	XLOC_005552_ops	0.509009009	0.461538462
