human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000261140	XLOC_032978_chc	ENST00000562232	TCONS_00155945_chc	7.043	53.873
ENSG00000257935	XLOC_033745_chc	ENST00000551357	TCONS_00161075_chc	5.183	46.714
ENSG00000234741	XLOC_027911_chc	ENST00000456812	TCONS_00124336_chc	4.359	65.366
ENSG00000230102	XLOC_028656_chc	ENST00000432154	TCONS_00129938_chc	6.853	35.735
ENSG00000280029	XLOC_031851_chc	ENST00000624192	TCONS_00150041_chc	5.856	35.718
ENSG00000248265	XLOC_044118_chc	ENST00000515617	TCONS_00215367_chc	3.68	115.878
ENSG00000279925	XLOC_033551_chc	ENST00000625111	TCONS_00160133_chc	3.728	32.585
ENSG00000279571	XLOC_034379_chc	ENST00000624141	TCONS_00165493_chc	7.407	82.454
ENSG00000259430	XLOC_029724_chc	ENST00000560718	TCONS_00137041_chc	7.302	36.395
ENSG00000273247	XLOC_020853_chc	ENST00000608661	TCONS_00082776_chc	5.485	49.771
ENSG00000260805	XLOC_014535_chc	ENST00000564287	TCONS_00057007_chc	19.641	48.238
ENSG00000270071	XLOC_006179_chc	ENST00000602921	TCONS_00018029_chc	7.765	59.204
ENSG00000207955	XLOC_034349_chc	ENST00000608502	TCONS_00167882_chc	3.28	35.445
ENSG00000256955	XLOC_035372_chc	ENST00000542763	TCONS_00172727_chc	5.423	80.466
ENSG00000228401	XLOC_034533_chc	ENST00000411904	TCONS_00166609_chc	5.36	55.483
ENSG00000251497	XLOC_033840_chc	ENST00000506255	TCONS_00161556_chc	11.603	55.745
ENSG00000205885	XLOC_005725_chc	ENST00000435921	TCONS_00016567_chc	4.534	67.342
ENSG00000233642	XLOC_008649_chc	ENST00000449643	TCONS_00033903_chc	7.614	27.32
ENSG00000235984	XLOC_003082_chc	ENST00000451897	TCONS_00009623_chc	5.687	7.253
ENSG00000254237	XLOC_019433_chc	ENST00000521842	TCONS_00087907_chc	4.245	60.279
ENSG00000232140	XLOC_026995_chc	ENST00000432474	TCONS_00117809_chc	8.488	26.994
ENSG00000236098	XLOC_027435_chc	ENST00000414039	TCONS_00121991_chc	7.562	40.217
ENSG00000236858	XLOC_033923_chc	ENST00000453934	TCONS_00162071_chc	4.077	10.817
ENSG00000224614	XLOC_028710_chc	ENST00000458180	TCONS_00130204_chc	12.749	36.23
ENSG00000229258	XLOC_016765_chc	ENST00000429499	TCONS_00063529_chc	3.681	23.08
ENSG00000264548	XLOC_035149_chc	ENST00000581303	TCONS_00172053_chc	10.996	33.374
ENSG00000244036	XLOC_000036_chc	ENST00000587038	TCONS_00000570_chc	5.701	83.816
ENSG00000280419	XLOC_030569_chc	ENST00000623341	TCONS_00142049_chc	4.373	22.159
ENSG00000274021	XLOC_000830_chc	ENST00000611513	TCONS_00002663_chc	5.528	40.405
ENSG00000260751	XLOC_032825_chc	ENST00000568262	TCONS_00155010_chc	5.32	61.516
ENSG00000253477	XLOC_013764_chc	ENST00000517376	TCONS_00047329_chc	5.826	17.1
ENSG00000267372	XLOC_039401_chc	ENST00000590086	TCONS_00198154_chc	6.42	33.862
ENSG00000224397	XLOC_036612_chc	ENST00000622604	TCONS_00179978_chc	4.486	36.139
ENSG00000280422	XLOC_031517_chc	ENST00000624646	TCONS_00147128_chc	9.096	27.324
ENSG00000213600	XLOC_031521_chc	ENST00000395152	TCONS_00147141_chc	3.185	19.942
ENSG00000259788	XLOC_027850_chc	ENST00000563991	TCONS_00123845_chc	5.553	44.044
ENSG00000255856	XLOC_033855_chc	ENST00000538710	TCONS_00161639_chc	3.255	59.736
ENSG00000205181	XLOC_014429_chc	ENST00000589201	TCONS_00056598_chc	4.364	34.415
ENSG00000224901	XLOC_027824_chc	ENST00000440885	TCONS_00123768_chc	5.993	111.616
ENSG00000214548	XLOC_022910_chc	ENST00000556407	TCONS_00095398_chc	5.311	53.677
ENSG00000246851	XLOC_034374_chc	ENST00000502188	TCONS_00165442_chc	7.694	13.654
ENSG00000226835	XLOC_028054_chc	ENST00000413103	TCONS_00124905_chc	4.688	94.25
ENSG00000265971	XLOC_038971_chc	ENST00000582741	TCONS_00196715_chc	4.665	33.537
ENSG00000279757	XLOC_030631_chc	ENST00000623805	TCONS_00142244_chc	6.043	24.92
ENSG00000279220	XLOC_026755_chc	ENST00000623040	TCONS_00119891_chc	3.861	21.626
ENSG00000203804	XLOC_038225_chc	ENST00000617352	TCONS_00191345_chc	6.084	49.009
ENSG00000229989	XLOC_027204_chc	ENST00000436880	TCONS_00121147_chc	3.668	83.273
ENSG00000261065	XLOC_038314_chc	ENST00000565388	TCONS_00191947_chc	3.261	15.406
ENSG00000255326	XLOC_008188_chc	ENST00000527803	TCONS_00022793_chc	4.507	65.932
ENSG00000248441	XLOC_030116_chc	ENST00000555332	TCONS_00138821_chc	9.062	71.116
ENSG00000232671	XLOC_038113_chc	ENST00000447795	TCONS_00190945_chc	4.077	51.162
ENSG00000229452	XLOC_009022_chc	ENST00000416513	TCONS_00035003_chc	4.241	10.559
ENSG00000228544	XLOC_034562_chc	ENST00000414656	TCONS_00168213_chc	7.826	41.122
ENSG00000283213	XLOC_033232_chc	ENST00000636354	TCONS_00157319_chc	7.19	74.284
ENSG00000261400	XLOC_030828_chc	ENST00000562167	TCONS_00143244_chc	5.787	12.174
ENSG00000254885	XLOC_008143_chc	ENST00000527440	TCONS_00022631_chc	5.56	38.572
ENSG00000257379	XLOC_044871_chc	ENST00000547717	TCONS_00217445_chc	6.742	35.034
ENSG00000256364	XLOC_033969_chc	ENST00000535720	TCONS_00162419_chc	4.714	45.643
ENSG00000258858	XLOC_022927_chc	ENST00000555524	TCONS_00095533_chc	4.999	19.728
ENSG00000271659	XLOC_040339_chc	ENST00000604650	TCONS_00201375_chc	4	8.583
ENSG00000277369	XLOC_033050_chc	ENST00000615722	TCONS_00156561_chc	3.277	70.079
ENSG00000279180	XLOC_033505_chc	ENST00000624053	TCONS_00159955_chc	9.024	50.48
ENSG00000272977	XLOC_033915_chc	ENST00000609475	TCONS_00162047_chc	3.926	44.825
ENSG00000236753	XLOC_000089_chc	ENST00000429067	TCONS_00000724_chc	7.017	37.635
ENSG00000255434	XLOC_004092_chc	ENST00000532553	TCONS_00011892_chc	3.826	35.097
ENSG00000180769	XLOC_021137_chc	ENST00000451762	TCONS_00089575_chc	3.948	24.026
ENSG00000272631	XLOC_025210_chc	ENST00000608826	TCONS_00112550_chc	4.267	86.397
ENSG00000257252	XLOC_004993_chc	ENST00000552835	TCONS_00014208_chc	7.046	28.81
ENSG00000226872	XLOC_033800_chc	ENST00000450652	TCONS_00161208_chc	7.083	74.645
ENSG00000224592	XLOC_037383_chc	ENST00000432922	TCONS_00186237_chc	6.402	42.599
ENSG00000235295	XLOC_001284_chc	ENST00000443243	TCONS_00004264_chc	12.834	28.389
ENSG00000279652	XLOC_005190_chc	ENST00000625157	TCONS_00014916_chc	6.486	37.996
ENSG00000262202	XLOC_035799_chc	ENST00000573866	TCONS_00175144_chc	4.541	52.026
ENSG00000214324	XLOC_031681_chc	ENST00000624688	TCONS_00147772_chc	4.741	36.031
ENSG00000279668	XLOC_035493_chc	ENST00000624260	TCONS_00173223_chc	5.796	53.292
ENSG00000224870	XLOC_036897_chc	ENST00000570344	TCONS_00182946_chc	4.662	49.31
ENSG00000272692	XLOC_025422_chc	ENST00000609200	TCONS_00108880_chc	6.523	53.208
ENSG00000272870	XLOC_021077_chc	ENST00000609153	TCONS_00083635_chc	5.607	10.276
ENSG00000206573	XLOC_031830_chc	ENST00000498199	TCONS_00148493_chc	4.478	24.85
ENSG00000231977	XLOC_036463_chc	ENST00000423020	TCONS_00179361_chc	5.083	30.056
ENSG00000278936	XLOC_031861_chc	ENST00000624089	TCONS_00150061_chc	8.344	65.191
ENSG00000226803	XLOC_017993_chc	ENST00000592038	TCONS_00067002_chc	6.35	50.339
ENSG00000277170	XLOC_032967_chc	ENST00000614983	TCONS_00155863_chc	7.992	20.908
ENSG00000254703	XLOC_037707_chc	ENST00000526269	TCONS_00188566_chc	5.588	80.58
ENSG00000275438	XLOC_033392_chc	ENST00000619963	TCONS_00158039_chc	4.861	70.864
ENSG00000255108	XLOC_021992_chc	ENST00000532946	TCONS_00092023_chc	15.202	36.464
ENSG00000235741	XLOC_028275_chc	ENST00000433377	TCONS_00127988_chc	4.072	33.034
ENSG00000165511	XLOC_024797_chc	ENST00000625168	TCONS_00106441_chc	3.392	47.12
ENSG00000224771	XLOC_031524_chc	ENST00000419591	TCONS_00147148_chc	3.899	28.172
ENSG00000259891	XLOC_014024_chc	ENST00000564464	TCONS_00047932_chc	5.404	57.508
ENSG00000253930	XLOC_037060_chc	ENST00000518308	TCONS_00184472_chc	4.001	71.144
ENSG00000233429	XLOC_011882_chc	ENST00000429611	TCONS_00042518_chc	16.211	98.33
ENSG00000238197	XLOC_002213_chc	ENST00000458479	TCONS_00007359_chc	4.336	35.672
ENSG00000205740	XLOC_011455_chc	ENST00000381466	TCONS_00041323_chc	7.364	23.89
ENSG00000236908	XLOC_005706_chc	ENST00000432994	TCONS_00016417_chc	6.371	158.102
ENSG00000234132	XLOC_038274_chc	ENST00000415359	TCONS_00191816_chc	3.902	48.059
ENSG00000225746	XLOC_022904_chc	ENST00000638012	TCONS_00095372_chc	6.387	33.789
ENSG00000180539	XLOC_034267_chc	ENST00000623196	TCONS_00165006_chc	7.445	36.469
ENSG00000249085	XLOC_040040_chc	ENST00000507957	TCONS_00210602_chc	3.367	14.201
ENSG00000281128	XLOC_039723_chc	ENST00000627688	TCONS_00199770_chc	6.311	20.236
ENSG00000252690	XLOC_030053_chc	ENST00000607520	TCONS_00138451_chc	5.666	48.861
ENSG00000279430	XLOC_038078_chc	ENST00000623350	TCONS_00190768_chc	4.573	92.73
ENSG00000244479	XLOC_001580_chc	ENST00000462305	TCONS_00005411_chc	6.954	51.246
ENSG00000261060	XLOC_027885_chc	ENST00000567150	TCONS_00124201_chc	3.539	7.416
ENSG00000265316	XLOC_013147_chc	ENST00000577527	TCONS_00045721_chc	4.794	32.481
ENSG00000265126	XLOC_035766_chc	ENST00000579897	TCONS_00174998_chc	3.975	31.689
ENSG00000254802	XLOC_013397_chc	ENST00000525556	TCONS_00046384_chc	4.706	32.129
ENSG00000189149	XLOC_033261_chc	ENST00000338573	TCONS_00157434_chc	5.163	215.493
ENSG00000279692	XLOC_035302_chc	ENST00000624417	TCONS_00170965_chc	15.261	21.123
ENSG00000251151	XLOC_044126_chc	ENST00000567780	TCONS_00215415_chc	6.451	84.063
ENSG00000264769	XLOC_035015_chc	ENST00000580897	TCONS_00169574_chc	15.767	33.178
ENSG00000233559	XLOC_000061_chc	ENST00000447430	TCONS_00000676_chc	7.384	40.537
ENSG00000263278	XLOC_035035_chc	ENST00000611949	TCONS_00169691_chc	8.284	52.789
ENSG00000226009	XLOC_025589_chc	ENST00000412353	TCONS_00109726_chc	6.781	84.064
ENSG00000230551	XLOC_032027_chc	ENST00000499521	TCONS_00150503_chc	10.005	50.129
ENSG00000266538	XLOC_035799_chc	ENST00000584643	TCONS_00175145_chc	7.95	28.123
ENSG00000273151	XLOC_033107_chc	ENST00000609998	TCONS_00156837_chc	7.048	33.091
ENSG00000264589	XLOC_038975_chc	ENST00000579599	TCONS_00195658_chc	8.484	35.757
ENSG00000261471	XLOC_030569_chc	ENST00000564809	TCONS_00142050_chc	3.764	61
ENSG00000269898	XLOC_030969_chc	ENST00000602789	TCONS_00143769_chc	6.384	62.656
ENSG00000251244	XLOC_018937_chc	ENST00000508265	TCONS_00075955_chc	4.117	31.524
ENSG00000249252	XLOC_019906_chc	ENST00000502344	TCONS_00079449_chc	8.995	21.357
ENSG00000279814	XLOC_025418_chc	ENST00000623230	TCONS_00108867_chc	3.989	78.592
ENSG00000250033	XLOC_019100_chc	ENST00000512786	TCONS_00076419_chc	3.738	11.619
ENSG00000234425	XLOC_038102_chc	ENST00000446952	TCONS_00190889_chc	4.437	20.767
ENSG00000255980	XLOC_022270_chc	ENST00000545202	TCONS_00093146_chc	4.76	16.081
ENSG00000256031	XLOC_033999_chc	ENST00000534886	TCONS_00162572_chc	5.966	40.208
ENSG00000226950	XLOC_021466_chc	ENST00000411630	TCONS_00085115_chc	4.603	30.274
ENSG00000249497	XLOC_039002_chc	ENST00000509950	TCONS_00195838_chc	3.262	81.263
ENSG00000279189	XLOC_037888_chc	ENST00000625192	TCONS_00189227_chc	5.7	51.186
ENSG00000263278	XLOC_035035_chc	ENST00000571452	TCONS_00169690_chc	4.849	23.062
ENSG00000272701	XLOC_004196_chc	ENST00000610046	TCONS_00012203_chc	4.414	47.521
ENSG00000260913	XLOC_010219_chc	ENST00000566225	TCONS_00038096_chc	4.909	30.394
ENSG00000272167	XLOC_014536_chc	ENST00000607258	TCONS_00057008_chc	6.382	63.549
ENSG00000279145	XLOC_029517_chc	ENST00000623483	TCONS_00136026_chc	4.495	45.36
ENSG00000270866	XLOC_010612_chc	ENST00000603284	TCONS_00054997_chc	8.437	0.354
ENSG00000233705	XLOC_000256_chc	ENST00000440512	TCONS_00001223_chc	8.086	44.887
ENSG00000266397	XLOC_013167_chc	ENST00000582591	TCONS_00045756_chc	5.231	41.787
ENSG00000279914	XLOC_033597_chc	ENST00000623814	TCONS_00160410_chc	5.646	46.452
ENSG00000234553	XLOC_041325_chc	ENST00000431789	TCONS_00203941_chc	5.958	26.536
ENSG00000232811	XLOC_038444_chc	ENST00000440689	TCONS_00192470_chc	4.702	41.216
ENSG00000272763	XLOC_038796_chc	ENST00000608940	TCONS_00194880_chc	4.996	15.498
ENSG00000214999	XLOC_043078_chc	ENST00000399413	TCONS_00212894_chc	8.588	37.131
ENSG00000234432	XLOC_033144_chc	ENST00000610122	TCONS_00156976_chc	8.932	74.927
ENSG00000236024	XLOC_034342_chc	ENST00000440413	TCONS_00165261_chc	3.622	51.522
ENSG00000226252	XLOC_027607_chc	ENST00000422216	TCONS_00122717_chc	4.311	64.502
ENSG00000262691	XLOC_030646_chc	ENST00000573063	TCONS_00142465_chc	6.777	26.804
ENSG00000267727	XLOC_030852_chc	ENST00000587312	TCONS_00143385_chc	5.986	51.773
ENSG00000273209	XLOC_026739_chc	ENST00000608741	TCONS_00116870_chc	3.829	22.661
ENSG00000254844	XLOC_037965_chc	ENST00000531850	TCONS_00189597_chc	3.262	60.417
ENSG00000260448	XLOC_032847_chc	ENST00000569920	TCONS_00155167_chc	3.72	20.166
ENSG00000253181	XLOC_037226_chc	ENST00000523507	TCONS_00185232_chc	6.375	69.733
ENSG00000214548	XLOC_022904_chc	ENST00000522771	TCONS_00095385_chc	5.771	63.161
ENSG00000259946	XLOC_027420_chc	ENST00000561881	TCONS_00121963_chc	9.049	33.327
ENSG00000230725	XLOC_016619_chc	ENST00000454676	TCONS_00070647_chc	6.37	38.822
ENSG00000267446	XLOC_038953_chc	ENST00000589730	TCONS_00195578_chc	5.33	39.686
ENSG00000254545	XLOC_037627_chc	ENST00000527035	TCONS_00187362_chc	7.125	70.948
ENSG00000265666	XLOC_039065_chc	ENST00000581080	TCONS_00196069_chc	13.095	63.398
ENSG00000177340	XLOC_005364_chc	ENST00000313737	TCONS_00015507_chc	8.052	30.352
ENSG00000214894	XLOC_034102_chc	ENST00000399196	TCONS_00164228_chc	5.422	63.707
ENSG00000279917	XLOC_035234_chc	ENST00000623462	TCONS_00170685_chc	7.758	73.836
ENSG00000225208	XLOC_025465_chc	ENST00000442188	TCONS_00109052_chc	9.376	63.907
ENSG00000262231	XLOC_035895_chc	ENST00000571062	TCONS_00175605_chc	3.415	78.13
ENSG00000236497	XLOC_014856_chc	ENST00000457698	TCONS_00058159_chc	5.723	41.323
ENSG00000259396	XLOC_022436_chc	ENST00000559959	TCONS_00093802_chc	5.05	68.682
ENSG00000271789	XLOC_017619_chc	ENST00000607386	TCONS_00071637_chc	3.31	8.347
ENSG00000261347	XLOC_022276_chc	ENST00000567742	TCONS_00093169_chc	4.215	20.821
ENSG00000204758	XLOC_032422_chc	ENST00000518818	TCONS_00152194_chc	4.05	48.834
ENSG00000248986	XLOC_020003_chc	ENST00000503186	TCONS_00079719_chc	4.214	41.428
ENSG00000280143	XLOC_037794_chc	ENST00000624094	TCONS_00188831_chc	7.347	11.79
ENSG00000249267	XLOC_033500_chc	ENST00000502479	TCONS_00159950_chc	4.205	70.12
ENSG00000230454	XLOC_031515_chc	ENST00000453717	TCONS_00147126_chc	3.799	62.652
ENSG00000265688	XLOC_035037_chc	ENST00000582106	TCONS_00169694_chc	11.287	25.937
ENSG00000265205	XLOC_035780_chc	ENST00000578819	TCONS_00175029_chc	5.97	11.756
ENSG00000279484	XLOC_026600_chc	ENST00000623136	TCONS_00119733_chc	5.468	49.748
ENSG00000235126	XLOC_028716_chc	ENST00000438408	TCONS_00130238_chc	4.412	141.955
ENSG00000232907	XLOC_036253_chc	ENST00000559455	TCONS_00178613_chc	7.313	82.357
ENSG00000261759	XLOC_032871_chc	ENST00000567236	TCONS_00158565_chc	4.519	59.328
ENSG00000279273	XLOC_035304_chc	ENST00000624285	TCONS_00171014_chc	7.395	24.9
ENSG00000259814	XLOC_029948_chc	ENST00000567616	TCONS_00138084_chc	3	2.915
ENSG00000235888	XLOC_006402_chc	ENST00000417335	TCONS_00018542_chc	4.13	54.395
ENSG00000262877	XLOC_035017_chc	ENST00000571724	TCONS_00171739_chc	8.27	41.961
ENSG00000256209	XLOC_035743_chc	ENST00000535133	TCONS_00174887_chc	5.546	58.108
ENSG00000225493	XLOC_025948_chc	ENST00000446979	TCONS_00113389_chc	6.276	133.684
ENSG00000231826	XLOC_016814_chc	ENST00000422351	TCONS_00063789_chc	6.191	38.069
ENSG00000272958	XLOC_002221_chc	ENST00000608289	TCONS_00007431_chc	4.289	63.075
ENSG00000262831	XLOC_035033_chc	ENST00000576784	TCONS_00169669_chc	6.365	42.743
ENSG00000256508	XLOC_023567_chc	ENST00000569428	TCONS_00097821_chc	4.819	23.292
ENSG00000231507	XLOC_038314_chc	ENST00000412772	TCONS_00191945_chc	4.917	17.877
ENSG00000270141	XLOC_028797_chc	ENST00000602385	TCONS_00133885_chc	11.269	22.941
ENSG00000279649	XLOC_030252_chc	ENST00000623181	TCONS_00144069_chc	8.184	39.667
ENSG00000269139	XLOC_039486_chc	ENST00000620586	TCONS_00198400_chc	7.186	27.801
ENSG00000259644	XLOC_029946_chc	ENST00000560740	TCONS_00138046_chc	6.426	20.441
ENSG00000260738	XLOC_003020_chc	ENST00000564841	TCONS_00009478_chc	7.668	123.748
ENSG00000274373	XLOC_033475_chc	ENST00000622182	TCONS_00159813_chc	4.501	43.997
ENSG00000279803	XLOC_030682_chc	ENST00000624886	TCONS_00142610_chc	3.742	70.783
ENSG00000280381	XLOC_033531_chc	ENST00000624878	TCONS_00160048_chc	5.927	31.502
ENSG00000279708	XLOC_030080_chc	ENST00000624115	TCONS_00138616_chc	13.467	52.405
ENSG00000261663	XLOC_033398_chc	ENST00000565709	TCONS_00158082_chc	7.578	71.318
ENSG00000275516	XLOC_035290_chc	ENST00000617619	TCONS_00170938_chc	3.811	26.691
ENSG00000255458	XLOC_021537_chc	ENST00000529094	TCONS_00085374_chc	8.533	14.063
ENSG00000280053	XLOC_031251_chc	ENST00000625022	TCONS_00149913_chc	6.663	46.32
ENSG00000248599	XLOC_010838_chc	ENST00000514926	TCONS_00039761_chc	4.208	58.805
ENSG00000235319	XLOC_002824_chc	ENST00000433219	TCONS_00009097_chc	4.784	113.51
ENSG00000279019	XLOC_030731_chc	ENST00000623921	TCONS_00142843_chc	9.427	51.058
ENSG00000224888	XLOC_030596_chc	ENST00000567968	TCONS_00142103_chc	9.083	18.837
ENSG00000224308	XLOC_038181_chc	ENST00000419578	TCONS_00191220_chc	4.041	51.717
ENSG00000279160	XLOC_026097_chc	ENST00000623777	TCONS_00118946_chc	4.971	36.428
ENSG00000250674	XLOC_032534_chc	ENST00000503218	TCONS_00152665_chc	3.753	38.406
ENSG00000253930	XLOC_037060_chc	ENST00000518308	TCONS_00184472_chc	4.001	71.144
ENSG00000277879	XLOC_025716_chc	ENST00000614747	TCONS_00110247_chc	3.981	34.186
ENSG00000237775	XLOC_034106_chc	ENST00000458361	TCONS_00164243_chc	11.062	28.608
ENSG00000254369	XLOC_011882_chc	ENST00000518947	TCONS_00042518_chc	8.128	149.581
ENSG00000267080	XLOC_038887_chc	ENST00000592897	TCONS_00195227_chc	6.359	39.741
ENSG00000283155	XLOC_031857_chc	ENST00000507279	TCONS_00150022_chc	3.86	47.194
ENSG00000260296	XLOC_021533_chc	ENST00000567102	TCONS_00085357_chc	5.409	75.174
ENSG00000236658	XLOC_034648_chc	ENST00000421067	TCONS_00166942_chc	4.957	36.586
ENSG00000234350	XLOC_026161_chc	ENST00000442456	TCONS_00114414_chc	4.56	36.073
ENSG00000256569	XLOC_034001_chc	ENST00000544939	TCONS_00162610_chc	3.909	24.678
ENSG00000249328	XLOC_013573_chc	ENST00000502766	TCONS_00046870_chc	8.945	69.089
ENSG00000242407	XLOC_038839_chc	ENST00000495536	TCONS_00195051_chc	6.375	41.966
ENSG00000257702	XLOC_037218_chc	ENST00000548978	TCONS_00185191_chc	3.423	60.481
ENSG00000259198	XLOC_021991_chc	ENST00000559030	TCONS_00092013_chc	7.411	64.46
ENSG00000225420	XLOC_020100_chc	ENST00000413234	TCONS_00088432_chc	7.247	26.447
ENSG00000262313	XLOC_035302_chc	ENST00000576032	TCONS_00170968_chc	5.258	22.285
ENSG00000232762	XLOC_027650_chc	ENST00000446686	TCONS_00122854_chc	3.87	44.875
ENSG00000273062	XLOC_027313_chc	ENST00000608517	TCONS_00121437_chc	19.191	37.082
ENSG00000279071	XLOC_033840_chc	ENST00000625118	TCONS_00161556_chc	10.848	38.334
ENSG00000205334	XLOC_014650_chc	ENST00000379677	TCONS_00057345_chc	6.162	74.537
ENSG00000267580	XLOC_030458_chc	ENST00000589932	TCONS_00141668_chc	6.304	104.595
ENSG00000259933	XLOC_033241_chc	ENST00000570072	TCONS_00159052_chc	3.491	78.169
ENSG00000255475	XLOC_037845_chc	ENST00000525429	TCONS_00189070_chc	5.232	49.165
ENSG00000279162	XLOC_033381_chc	ENST00000624546	TCONS_00158015_chc	11.377	74.492
ENSG00000234977	XLOC_033119_chc	ENST00000450458	TCONS_00156899_chc	5.08	4.266
ENSG00000224821	XLOC_007018_chc	ENST00000458403	TCONS_00020336_chc	4.264	36.045
ENSG00000235288	XLOC_009200_chc	ENST00000449063	TCONS_00035552_chc	3.712	241.745
ENSG00000224376	XLOC_028710_chc	ENST00000418050	TCONS_00130204_chc	6.56	36.149
ENSG00000260750	XLOC_030593_chc	ENST00000565824	TCONS_00142101_chc	4.494	11.554
ENSG00000247137	XLOC_008086_chc	ENST00000500634	TCONS_00022447_chc	4.128	23.27
ENSG00000233410	XLOC_027826_chc	ENST00000427439	TCONS_00123784_chc	4.91	8.764
ENSG00000267078	XLOC_034876_chc	ENST00000588104	TCONS_00171540_chc	5.45	55.867
ENSG00000260470	XLOC_044122_chc	ENST00000564380	TCONS_00215372_chc	7.547	35.183
ENSG00000275936	XLOC_033964_chc	ENST00000617183	TCONS_00162396_chc	4.741	38.359
ENSG00000278997	XLOC_037412_chc	ENST00000622988	TCONS_00187824_chc	4.898	29.823
ENSG00000275830	XLOC_007018_chc	ENST00000614099	TCONS_00020333_chc	5.684	27.311
ENSG00000265692	XLOC_034906_chc	ENST00000581489	TCONS_00169100_chc	5.856	36.139
ENSG00000203280	XLOC_033892_chc	ENST00000366110	TCONS_00161953_chc	5.677	32.739
ENSG00000233429	XLOC_008994_chc	ENST00000425358	TCONS_00034955_chc	8.938	87.495
ENSG00000125514	XLOC_036435_chc	ENST00000370341	TCONS_00179309_chc	6.349	36.168
ENSG00000256028	XLOC_033846_chc	ENST00000540866	TCONS_00161594_chc	7.512	9.753
ENSG00000237037	XLOC_005092_chc	ENST00000617009	TCONS_00027623_chc	6.396	83.75
ENSG00000229196	XLOC_000035_chc	ENST00000470348	TCONS_00000564_chc	5.851	45.826
ENSG00000273093	XLOC_027814_chc	ENST00000608159	TCONS_00123707_chc	5.601	130.608
ENSG00000281691	XLOC_031101_chc	ENST00000630404	TCONS_00145512_chc	3.48	10.231
ENSG00000234945	XLOC_018348_chc	ENST00000416453	TCONS_00067875_chc	3.754	33.455
ENSG00000176868	XLOC_034346_chc	ENST00000616163	TCONS_00165271_chc	3.192	21.111
ENSG00000273329	XLOC_004194_chc	ENST00000608694	TCONS_00012199_chc	8.547	112.328
ENSG00000197182	XLOC_001453_chc	ENST00000443490	TCONS_00004907_chc	5.364	4.435
ENSG00000215244	XLOC_000098_chc	ENST00000399868	TCONS_00000814_chc	8.606	44.196
ENSG00000259275	XLOC_029683_chc	ENST00000558499	TCONS_00136910_chc	7.004	57.608
ENSG00000206573	XLOC_031832_chc	ENST00000468186	TCONS_00148500_chc	5.973	44.132
ENSG00000264932	XLOC_035785_chc	ENST00000578640	TCONS_00175068_chc	3.939	7.439
ENSG00000263146	XLOC_009459_chc	ENST00000575722	TCONS_00036346_chc	7.354	36.531
ENSG00000224717	XLOC_038528_chc	ENST00000442318	TCONS_00192968_chc	10.619	37.98
ENSG00000255136	XLOC_004126_chc	ENST00000530792	TCONS_00011963_chc	9.831	162.992
ENSG00000258497	XLOC_022913_chc	ENST00000555328	TCONS_00095405_chc	4.7	65.479
ENSG00000231477	XLOC_035530_chc	ENST00000435953	TCONS_00173406_chc	4.182	74.911
ENSG00000280173	XLOC_011243_chc	ENST00000624214	TCONS_00040747_chc	5.752	17.049
ENSG00000261055	XLOC_038313_chc	ENST00000565955	TCONS_00191938_chc	4.587	30.261
ENSG00000223837	XLOC_034099_chc	ENST00000415875	TCONS_00164219_chc	9.177	132.748
ENSG00000174407	XLOC_036063_chc	ENST00000624914	TCONS_00177669_chc	4.196	37.951
ENSG00000272729	XLOC_026806_chc	ENST00000608941	TCONS_00117125_chc	7.857	31.432
ENSG00000253408	XLOC_037214_chc	ENST00000521470	TCONS_00185161_chc	8.57	76.166
ENSG00000268670	XLOC_039412_chc	ENST00000600056	TCONS_00198195_chc	3.407	47.725
