human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000260366	XLOC_045799_cow	ENST00000569130	TCONS_00156677_cow	7.158	42.86
ENSG00000264739	XLOC_049472_cow	ENST00000580996	TCONS_00171910_cow	7.121	51.025
ENSG00000259551	XLOC_053012_cow	ENST00000559065	TCONS_00184784_cow	3.584	48.327
ENSG00000279369	XLOC_048470_cow	ENST00000623228	TCONS_00168557_cow	9.924	52.854
ENSG00000257935	XLOC_044518_cow	ENST00000551357	TCONS_00150569_cow	5.263	23.69
ENSG00000204650	XLOC_048424_cow	ENST00000591271	TCONS_00168408_cow	7.976	37.108
ENSG00000229043	XLOC_060413_cow	ENST00000423008	TCONS_00213546_cow	4.533	6.205
ENSG00000275216	XLOC_032835_cow	ENST00000618966	TCONS_00114046_cow	3.943	4.082
ENSG00000233410	XLOC_042840_cow	ENST00000427439	TCONS_00144114_cow	8.336	59.129
ENSG00000276449	XLOC_046093_cow	ENST00000620532	TCONS_00157947_cow	8.213	37.128
ENSG00000262202	XLOC_048103_cow	ENST00000573866	TCONS_00167261_cow	5.315	76.929
ENSG00000275532	XLOC_049616_cow	ENST00000618407	TCONS_00172488_cow	3.819	16.658
ENSG00000275874	XLOC_002983_cow	ENST00000615826	TCONS_00006946_cow	4.909	107.513
ENSG00000163364	XLOC_003487_cow	ENST00000339037	TCONS_00010727_cow	4.727	14.23
ENSG00000267049	XLOC_046756_cow	ENST00000589397	TCONS_00160090_cow	3.509	50.833
ENSG00000214955	XLOC_001553_cow	ENST00000427022	TCONS_00003799_cow	4.863	66.624
ENSG00000229081	XLOC_061115_cow	ENST00000445190	TCONS_00215706_cow	6.369	82.811
ENSG00000278925	XLOC_020854_cow	ENST00000623837	TCONS_00071720_cow	5.806	42.067
ENSG00000263080	XLOC_059817_cow	ENST00000572706	TCONS_00210537_cow	7.799	49.741
ENSG00000225279	XLOC_008194_cow	ENST00000435580	TCONS_00025708_cow	3.879	2.16
ENSG00000273188	XLOC_014220_cow	ENST00000607943	TCONS_00046195_cow	8.644	26.907
ENSG00000254109	XLOC_062668_cow	ENST00000519753	TCONS_00220887_cow	3.997	22.423
ENSG00000205791	XLOC_013720_cow	ENST00000381800	TCONS_00044599_cow	3.651	10.786
ENSG00000264044	XLOC_047773_cow	ENST00000577814	TCONS_00166158_cow	3.887	74.642
ENSG00000270066	XLOC_008755_cow	ENST00000602755	TCONS_00027394_cow	13.151	34.637
ENSG00000279029	XLOC_035467_cow	ENST00000624195	TCONS_00122338_cow	4.93	56.105
ENSG00000224137	XLOC_004218_cow	ENST00000429730	TCONS_00012235_cow	4.644	25.622
ENSG00000267288	XLOC_049825_cow	ENST00000589451	TCONS_00173235_cow	4.161	38.801
ENSG00000267302	XLOC_047625_cow	ENST00000586209	TCONS_00165722_cow	3.355	14.883
ENSG00000279071	XLOC_044375_cow	ENST00000625118	TCONS_00150070_cow	9.862	44.661
ENSG00000215256	XLOC_026485_cow	ENST00000399886	TCONS_00088893_cow	4.405	21.396
ENSG00000255198	XLOC_058876_cow	ENST00000564014	TCONS_00207311_cow	5.662	31.926
ENSG00000279010	XLOC_013987_cow	ENST00000623111	TCONS_00045502_cow	9.444	28.329
ENSG00000268262	XLOC_045546_cow	ENST00000601911	TCONS_00155608_cow	3.774	137.588
ENSG00000271959	XLOC_037591_cow	ENST00000606664	TCONS_00126697_cow	3.899	42.732
ENSG00000267898	XLOC_047085_cow	ENST00000594305	TCONS_00161430_cow	5.231	13.878
ENSG00000267244	XLOC_019231_cow	ENST00000590823	TCONS_00063887_cow	4.353	55.245
ENSG00000223403	XLOC_052617_cow	ENST00000429368	TCONS_00183384_cow	11.331	43.438
ENSG00000261586	XLOC_014510_cow	ENST00000562343	TCONS_00046988_cow	9.673	63.138
ENSG00000259881	XLOC_045052_cow	ENST00000565053	TCONS_00153915_cow	7.862	44.411
ENSG00000246379	XLOC_045202_cow	ENST00000501259	TCONS_00154328_cow	5.296	53.645
ENSG00000197182	XLOC_014140_cow	ENST00000443490	TCONS_00045933_cow	7.56	20.224
ENSG00000273137	XLOC_014205_cow	ENST00000608016	TCONS_00046133_cow	10.25	46.304
ENSG00000282048	XLOC_008671_cow	ENST00000632517	TCONS_00027152_cow	4.87	71.634
ENSG00000281538	XLOC_014056_cow	ENST00000626627	TCONS_00045727_cow	3.694	31.409
ENSG00000258057	XLOC_014560_cow	ENST00000548872	TCONS_00047170_cow	8.321	55.034
ENSG00000237174	XLOC_024163_cow	ENST00000628384	TCONS_00081593_cow	7.684	36.894
ENSG00000232719	XLOC_004123_cow	ENST00000448256	TCONS_00012009_cow	8.124	58.402
ENSG00000229258	XLOC_042733_cow	ENST00000429499	TCONS_00143806_cow	6.747	38.162
ENSG00000259615	XLOC_052970_cow	ENST00000560477	TCONS_00184543_cow	4.065	28.289
ENSG00000267363	XLOC_046794_cow	ENST00000589968	TCONS_00160274_cow	3.576	20.412
ENSG00000275142	XLOC_034427_cow	ENST00000616029	TCONS_00121680_cow	4.012	19.672
ENSG00000225733	XLOC_054453_cow	ENST00000430166	TCONS_00190560_cow	10.256	27.927
ENSG00000260750	XLOC_045037_cow	ENST00000562466	TCONS_00153868_cow	3.817	46.688
ENSG00000214039	XLOC_044314_cow	ENST00000567788	TCONS_00149948_cow	6.43	25.878
ENSG00000233791	XLOC_041861_cow	ENST00000457348	TCONS_00141045_cow	8.36	36.502
ENSG00000274272	XLOC_059429_cow	ENST00000485071	TCONS_00209137_cow	12.405	79.45
ENSG00000235731	XLOC_052785_cow	ENST00000422117	TCONS_00184063_cow	5.59	51.956
ENSG00000263624	XLOC_049491_cow	ENST00000584203	TCONS_00171997_cow	5.651	49.83
ENSG00000261276	XLOC_064638_cow	ENST00000562506	TCONS_00228263_cow	3.887	26.439
ENSG00000272791	XLOC_063306_cow	ENST00000609434	TCONS_00223297_cow	5.48	62.933
ENSG00000179840	XLOC_041329_cow	ENST00000377320	TCONS_00139371_cow	5.401	109.531
ENSG00000255571	XLOC_052049_cow	ENST00000536780	TCONS_00181806_cow	10.682	91.885
ENSG00000217702	XLOC_030707_cow	ENST00000616370	TCONS_00102212_cow	4.986	59.401
ENSG00000257534	XLOC_012879_cow	ENST00000551732	TCONS_00042265_cow	4.175	45.596
ENSG00000257702	XLOC_030696_cow	ENST00000548978	TCONS_00102191_cow	4.332	46.88
ENSG00000214293	XLOC_010304_cow	ENST00000440088	TCONS_00039301_cow	11.419	53.398
ENSG00000278600	XLOC_053045_cow	ENST00000618835	TCONS_00184912_cow	9.366	75.506
ENSG00000265043	XLOC_048104_cow	ENST00000577309	TCONS_00167262_cow	12.47	19.818
ENSG00000230215	XLOC_000756_cow	ENST00000421870	TCONS_00001785_cow	7.71	79.585
ENSG00000260316	XLOC_059636_cow	ENST00000564460	TCONS_00209910_cow	6.628	34.622
ENSG00000266578	XLOC_057739_cow	ENST00000578787	TCONS_00203010_cow	8.382	31.225
ENSG00000280038	XLOC_052090_cow	ENST00000623634	TCONS_00186696_cow	7.074	39.93
ENSG00000198221	XLOC_026083_cow	ENST00000359760	TCONS_00085853_cow	10.673	53.935
ENSG00000099869	XLOC_065404_cow	ENST00000381363	TCONS_00230272_cow	11.883	31.343
ENSG00000257702	XLOC_030696_cow	ENST00000548978	TCONS_00102191_cow	7.241	69.657
ENSG00000267757	XLOC_045728_cow	ENST00000587092	TCONS_00156399_cow	5.96	49.467
ENSG00000248223	XLOC_051601_cow	ENST00000511821	TCONS_00179675_cow	5.325	48.258
ENSG00000261449	XLOC_062791_cow	ENST00000564481	TCONS_00221168_cow	8.712	39.348
ENSG00000279569	XLOC_046159_cow	ENST00000623414	TCONS_00158225_cow	10.468	21.177
ENSG00000277879	XLOC_060916_cow	ENST00000614747	TCONS_00217907_cow	5.299	37.547
ENSG00000259330	XLOC_026696_cow	ENST00000560415	TCONS_00089559_cow	4.053	58.288
ENSG00000233016	XLOC_031779_cow	ENST00000414282	TCONS_00105351_cow	20.75	33.394
ENSG00000231551	XLOC_008546_cow	ENST00000445243	TCONS_00026834_cow	6.075	32.678
ENSG00000233420	XLOC_010606_cow	ENST00000444032	TCONS_00039669_cow	7.891	38.658
ENSG00000234741	XLOC_042528_cow	ENST00000455838	TCONS_00143196_cow	4.712	37.796
ENSG00000226696	XLOC_047280_cow	ENST00000448978	TCONS_00162359_cow	4.622	139.305
ENSG00000198685	XLOC_054492_cow	ENST00000356020	TCONS_00190696_cow	9.048	46.714
ENSG00000250714	XLOC_023422_cow	ENST00000511929	TCONS_00077758_cow	5.843	30.003
ENSG00000255248	XLOC_039983_cow	ENST00000527474	TCONS_00134165_cow	9.933	41.043
ENSG00000265126	XLOC_049462_cow	ENST00000579897	TCONS_00171833_cow	7.606	25.783
ENSG00000279334	XLOC_044357_cow	ENST00000624271	TCONS_00150035_cow	5.345	70.203
ENSG00000263218	XLOC_048584_cow	ENST00000576215	TCONS_00168957_cow	7.592	50.263
ENSG00000236081	XLOC_059587_cow	ENST00000415399	TCONS_00209642_cow	3.493	37.303
ENSG00000279713	XLOC_049857_cow	ENST00000623346	TCONS_00173343_cow	15.369	32.518
ENSG00000250999	XLOC_018443_cow	ENST00000514793	TCONS_00061202_cow	3.97	43.474
ENSG00000258952	XLOC_027140_cow	ENST00000555871	TCONS_00090734_cow	4.007	52.409
ENSG00000267747	XLOC_048391_cow	ENST00000588996	TCONS_00168305_cow	3.155	52.366
ENSG00000248019	XLOC_017552_cow	ENST00000500765	TCONS_00057138_cow	4.692	55.029
ENSG00000222041	XLOC_031104_cow	ENST00000414030	TCONS_00103331_cow	4.952	18.214
ENSG00000273356	XLOC_055059_cow	ENST00000608605	TCONS_00192514_cow	9.161	53.76
ENSG00000258891	XLOC_028768_cow	ENST00000555916	TCONS_00094821_cow	4.753	47.531
ENSG00000226416	XLOC_064679_cow	ENST00000419080	TCONS_00228356_cow	4.403	23.887
ENSG00000185065	XLOC_043896_cow	ENST00000431090	TCONS_00148957_cow	3.677	56.588
ENSG00000267650	XLOC_018748_cow	ENST00000592332	TCONS_00062290_cow	5.445	84.077
ENSG00000260905	XLOC_059973_cow	ENST00000566098	TCONS_00210839_cow	8.009	24.64
ENSG00000239921	XLOC_054515_cow	ENST00000634855	TCONS_00190754_cow	3.561	37.599
ENSG00000259941	XLOC_026912_cow	ENST00000564401	TCONS_00090210_cow	4.725	30.063
ENSG00000251151	XLOC_012886_cow	ENST00000567780	TCONS_00042286_cow	10.79	25.078
ENSG00000230749	XLOC_031229_cow	ENST00000439433	TCONS_00103642_cow	8.087	34.851
ENSG00000249383	XLOC_048154_cow	ENST00000514726	TCONS_00176545_cow	3.153	61.226
ENSG00000255478	XLOC_065246_cow	ENST00000533886	TCONS_00231230_cow	11.12	43.261
ENSG00000272692	XLOC_063320_cow	ENST00000609200	TCONS_00223361_cow	7.038	48.902
ENSG00000224413	XLOC_001417_cow	ENST00000451618	TCONS_00003403_cow	4.372	84.126
ENSG00000257268	XLOC_043513_cow	ENST00000551161	TCONS_00147573_cow	5.83	118.258
ENSG00000261068	XLOC_055618_cow	ENST00000562471	TCONS_00195915_cow	6.007	29.763
ENSG00000234977	XLOC_059586_cow	ENST00000450458	TCONS_00209638_cow	5.302	10.139
ENSG00000250007	XLOC_026636_cow	ENST00000503496	TCONS_00089392_cow	3.381	51.708
ENSG00000254154	XLOC_042575_cow	ENST00000464428	TCONS_00143281_cow	6.044	2.972
ENSG00000235280	XLOC_033855_cow	ENST00000446789	TCONS_00112461_cow	4.248	22.383
ENSG00000272108	XLOC_019382_cow	ENST00000606030	TCONS_00064471_cow	6.797	27.899
ENSG00000273100	XLOC_025101_cow	ENST00000610240	TCONS_00083748_cow	8.717	41.96
ENSG00000255320	XLOC_065260_cow	ENST00000531086	TCONS_00229885_cow	4.066	38.23
ENSG00000229196	XLOC_010821_cow	ENST00000470348	TCONS_00039749_cow	4.788	73.563
ENSG00000279568	XLOC_058845_cow	ENST00000624961	TCONS_00207104_cow	4.747	67.433
ENSG00000250170	XLOC_002756_cow	ENST00000507770	TCONS_00006382_cow	3.778	9.421
ENSG00000262049	XLOC_048555_cow	ENST00000575312	TCONS_00168854_cow	8.817	50.281
ENSG00000261672	XLOC_021612_cow	ENST00000561655	TCONS_00073042_cow	6.615	56.524
ENSG00000231177	XLOC_054397_cow	ENST00000475197	TCONS_00190402_cow	7.751	11.174
ENSG00000203688	XLOC_026062_cow	ENST00000400831	TCONS_00085809_cow	3.872	24.571
ENSG00000280029	XLOC_020848_cow	ENST00000624424	TCONS_00069007_cow	7.691	30.139
ENSG00000259611	XLOC_051907_cow	ENST00000561215	TCONS_00181530_cow	5.527	24.352
ENSG00000264548	XLOC_049952_cow	ENST00000581303	TCONS_00173679_cow	10.09	43.999
ENSG00000260592	XLOC_059916_cow	ENST00000561762	TCONS_00213245_cow	4.581	11.18
ENSG00000232164	XLOC_029812_cow	ENST00000428647	TCONS_00099734_cow	4.377	41.912
ENSG00000228135	XLOC_005862_cow	ENST00000419511	TCONS_00016502_cow	6.016	46.373
ENSG00000275719	XLOC_045757_cow	ENST00000612522	TCONS_00156477_cow	7.9	44.486
ENSG00000258634	XLOC_008745_cow	ENST00000554749	TCONS_00027356_cow	7.45	48.506
ENSG00000261211	XLOC_056260_cow	ENST00000563225	TCONS_00197709_cow	4.332	22.991
ENSG00000225339	XLOC_055469_cow	ENST00000429998	TCONS_00195339_cow	3.689	44.617
ENSG00000228917	XLOC_008170_cow	ENST00000447167	TCONS_00025627_cow	5.552	51.33
ENSG00000231652	XLOC_025169_cow	ENST00000428865	TCONS_00083869_cow	5.143	63.356
ENSG00000242407	XLOC_049589_cow	ENST00000495536	TCONS_00172411_cow	5.868	49.669
ENSG00000262877	XLOC_048573_cow	ENST00000571724	TCONS_00168923_cow	9.281	58.278
ENSG00000280291	XLOC_051926_cow	ENST00000623393	TCONS_00181560_cow	6.95	28.089
ENSG00000272941	XLOC_010918_cow	ENST00000608819	TCONS_00035330_cow	4.161	25.372
ENSG00000253405	XLOC_010558_cow	ENST00000519050	TCONS_00034419_cow	7.524	44.811
ENSG00000239946	XLOC_000470_cow	ENST00000498630	TCONS_00001078_cow	4.743	39.806
ENSG00000226208	XLOC_007442_cow	ENST00000423187	TCONS_00023436_cow	5.273	224.176
ENSG00000248416	XLOC_018202_cow	ENST00000502923	TCONS_00058818_cow	10.744	38.827
ENSG00000233895	XLOC_034434_cow	ENST00000412571	TCONS_00115703_cow	5.659	84.158
ENSG00000279953	XLOC_044387_cow	ENST00000623229	TCONS_00150127_cow	5.759	10.863
ENSG00000261534	XLOC_031544_cow	ENST00000567068	TCONS_00104529_cow	9.516	61.235
ENSG00000265511	XLOC_048089_cow	ENST00000582325	TCONS_00167201_cow	3.762	63.36
ENSG00000237986	XLOC_034094_cow	ENST00000432370	TCONS_00114807_cow	7.478	16.814
ENSG00000261379	XLOC_004433_cow	ENST00000567305	TCONS_00012780_cow	4.808	169.672
ENSG00000281195	XLOC_029259_cow	ENST00000434786	TCONS_00098432_cow	4.116	58.868
ENSG00000259275	XLOC_052868_cow	ENST00000558382	TCONS_00184247_cow	3	5.148
ENSG00000224888	XLOC_045049_cow	ENST00000567968	TCONS_00163163_cow	5.35	70.257
ENSG00000264125	XLOC_047814_cow	ENST00000581633	TCONS_00166283_cow	4.076	63.959
ENSG00000226089	XLOC_025234_cow	ENST00000435858	TCONS_00083998_cow	4.444	151.688
ENSG00000264647	XLOC_049189_cow	ENST00000584986	TCONS_00170667_cow	8.078	44.905
ENSG00000256577	XLOC_013919_cow	ENST00000539568	TCONS_00045242_cow	6.877	32.283
ENSG00000228395	XLOC_031664_cow	ENST00000434999	TCONS_00104843_cow	11.121	17.689
ENSG00000259713	XLOC_052049_cow	ENST00000559041	TCONS_00181803_cow	5.978	29.235
ENSG00000279187	XLOC_049959_cow	ENST00000624065	TCONS_00173700_cow	4.443	38.331
ENSG00000176515	XLOC_057319_cow	ENST00000314040	TCONS_00200577_cow	3.194	45.262
ENSG00000260305	XLOC_052030_cow	ENST00000569588	TCONS_00181775_cow	5.472	30.697
ENSG00000262202	XLOC_048103_cow	ENST00000573866	TCONS_00167261_cow	5.2	59.585
ENSG00000204362	XLOC_006330_cow	ENST00000412427	TCONS_00017712_cow	8.176	47.398
ENSG00000279900	XLOC_064852_cow	ENST00000624584	TCONS_00228767_cow	4.57	15.945
ENSG00000269194	XLOC_045836_cow	ENST00000600669	TCONS_00156858_cow	4.016	45.04
ENSG00000249352	XLOC_050481_cow	ENST00000504280	TCONS_00177361_cow	3.941	67.42
ENSG00000268798	XLOC_019231_cow	ENST00000594262	TCONS_00063885_cow	11.645	28.473
ENSG00000279160	XLOC_003508_cow	ENST00000623777	TCONS_00017927_cow	5.302	33.413
ENSG00000263126	XLOC_045315_cow	ENST00000572067	TCONS_00154751_cow	8.019	67.053
ENSG00000233427	XLOC_004599_cow	ENST00000418471	TCONS_00013290_cow	9.225	9.883
ENSG00000263327	XLOC_017138_cow	ENST00000573308	TCONS_00056253_cow	4.924	21.038
ENSG00000233429	XLOC_011885_cow	ENST00000434063	TCONS_00037769_cow	6.938	35.667
ENSG00000241388	XLOC_043636_cow	ENST00000535301	TCONS_00147979_cow	11.23	44.723
ENSG00000272070	XLOC_019378_cow	ENST00000606901	TCONS_00064470_cow	4.025	42.892
ENSG00000268895	XLOC_046131_cow	ENST00000595302	TCONS_00158133_cow	4.503	25.72
ENSG00000224286	XLOC_042235_cow	ENST00000440404	TCONS_00142046_cow	3.803	80.666
ENSG00000271857	XLOC_056668_cow	ENST00000606796	TCONS_00198869_cow	12.565	24.668
ENSG00000223814	XLOC_007688_cow	ENST00000438589	TCONS_00030662_cow	4.306	37.477
ENSG00000231441	XLOC_056391_cow	ENST00000426453	TCONS_00197983_cow	4.669	43.511
ENSG00000269667	XLOC_045008_cow	ENST00000599411	TCONS_00153817_cow	5.399	24.483
ENSG00000234608	XLOC_044445_cow	ENST00000442119	TCONS_00150352_cow	5.071	64.136
ENSG00000261669	XLOC_059140_cow	ENST00000568895	TCONS_00208178_cow	8.146	51.148
ENSG00000261595	XLOC_008687_cow	ENST00000566195	TCONS_00027185_cow	5.154	32.818
ENSG00000234945	XLOC_031327_cow	ENST00000416453	TCONS_00103903_cow	3.966	52.711
ENSG00000258957	XLOC_028701_cow	ENST00000557409	TCONS_00094642_cow	3.446	15.556
ENSG00000283689	XLOC_046462_cow	ENST00000637770	TCONS_00159264_cow	3.528	27.683
ENSG00000280213	XLOC_035867_cow	ENST00000623569	TCONS_00119809_cow	12.867	49.018
ENSG00000179082	XLOC_031694_cow	ENST00000316786	TCONS_00104988_cow	7.326	20.857
ENSG00000130600	XLOC_064686_cow	ENST00000411861	TCONS_00230889_cow	9.401	45.363
ENSG00000240015	XLOC_062193_cow	ENST00000476186	TCONS_00219766_cow	5.956	73.926
ENSG00000234132	XLOC_041832_cow	ENST00000415359	TCONS_00140991_cow	4.201	22.082
ENSG00000257913	XLOC_014589_cow	ENST00000547395	TCONS_00047270_cow	8.712	42.192
ENSG00000246174	XLOC_064890_cow	ENST00000500113	TCONS_00228859_cow	4.681	15.05
ENSG00000235560	XLOC_059219_cow	ENST00000457283	TCONS_00208481_cow	8.125	53.68
ENSG00000268499	XLOC_045561_cow	ENST00000598146	TCONS_00155693_cow	5.914	44.247
ENSG00000255458	XLOC_016586_cow	ENST00000529314	TCONS_00054839_cow	5.358	103.478
ENSG00000279907	XLOC_045008_cow	ENST00000624587	TCONS_00153816_cow	7.137	39.839
ENSG00000223714	XLOC_067790_cow	ENST00000452501	TCONS_00237689_cow	5.606	7.681
ENSG00000261043	XLOC_052212_cow	ENST00000561777	TCONS_00182397_cow	8.809	58.315
ENSG00000240990	XLOC_011883_cow	ENST00000520360	TCONS_00039330_cow	7.817	85.534
ENSG00000232117	XLOC_032310_cow	ENST00000437721	TCONS_00109230_cow	9.114	36.705
ENSG00000250742	XLOC_014460_cow	ENST00000508564	TCONS_00046815_cow	5.323	30.838
ENSG00000236053	XLOC_032829_cow	ENST00000432575	TCONS_00110383_cow	3.552	51.059
ENSG00000260416	XLOC_034672_cow	ENST00000567259	TCONS_00116451_cow	3.393	61.69
ENSG00000259275	XLOC_052867_cow	ENST00000558499	TCONS_00184235_cow	5.175	49.956
ENSG00000268983	XLOC_018536_cow	ENST00000593791	TCONS_00061577_cow	4.661	78.438
ENSG00000252690	XLOC_052086_cow	ENST00000607520	TCONS_00181975_cow	7.202	39.865
ENSG00000260293	XLOC_059653_cow	ENST00000561847	TCONS_00209998_cow	8.734	71.517
ENSG00000269172	XLOC_046832_cow	ENST00000599484	TCONS_00160418_cow	4.515	68.788
ENSG00000260337	XLOC_051972_cow	ENST00000620192	TCONS_00181641_cow	4.565	51.344
ENSG00000276488	XLOC_046029_cow	ENST00000614815	TCONS_00157702_cow	3.75	19.059
ENSG00000228630	XLOC_012885_cow	ENST00000455246	TCONS_00042280_cow	3.646	51.254
ENSG00000262703	XLOC_059817_cow	ENST00000574681	TCONS_00210537_cow	4.235	96.224
ENSG00000232762	XLOC_009331_cow	ENST00000446686	TCONS_00028812_cow	4.087	16.53
ENSG00000245213	XLOC_022768_cow	ENST00000499322	TCONS_00076117_cow	6.018	23.703
ENSG00000215244	XLOC_035360_cow	ENST00000399868	TCONS_00118477_cow	10.302	23.707
ENSG00000256790	XLOC_015523_cow	ENST00000540533	TCONS_00049689_cow	3.646	48.543
ENSG00000231977	XLOC_034649_cow	ENST00000423020	TCONS_00116374_cow	6.299	39.625
ENSG00000228242	XLOC_055234_cow	ENST00000630173	TCONS_00193077_cow	4.181	56.608
ENSG00000234494	XLOC_048229_cow	ENST00000411573	TCONS_00167687_cow	5.977	37.477
ENSG00000251244	XLOC_044253_cow	ENST00000508265	TCONS_00149766_cow	5.24	56.645
ENSG00000232098	XLOC_047401_cow	ENST00000444227	TCONS_00162904_cow	7.83	19.265
ENSG00000203288	XLOC_008420_cow	ENST00000389897	TCONS_00026491_cow	8.694	24.323
ENSG00000258137	XLOC_014444_cow	ENST00000550474	TCONS_00046755_cow	3.714	41.633
ENSG00000228157	XLOC_048079_cow	ENST00000574724	TCONS_00167148_cow	6.929	42.428
ENSG00000229950	XLOC_057204_cow	ENST00000443546	TCONS_00200307_cow	8.834	72.139
ENSG00000227947	XLOC_009407_cow	ENST00000454285	TCONS_00028992_cow	4.712	48.083
ENSG00000272980	XLOC_025056_cow	ENST00000609590	TCONS_00083636_cow	9.783	38.05
ENSG00000228288	XLOC_041683_cow	ENST00000553157	TCONS_00140629_cow	4.726	18.768
ENSG00000260063	XLOC_004653_cow	ENST00000569378	TCONS_00013467_cow	4.244	72.199
ENSG00000261359	XLOC_059251_cow	ENST00000561916	TCONS_00208609_cow	5.058	86.155
ENSG00000226355	XLOC_030319_cow	ENST00000439014	TCONS_00101068_cow	4.578	45.954
ENSG00000250132	XLOC_013932_cow	ENST00000539259	TCONS_00045317_cow	4.03	41.626
ENSG00000245322	XLOC_017461_cow	ENST00000507494	TCONS_00056909_cow	4.612	21.303
ENSG00000223469	XLOC_056633_cow	ENST00000451910	TCONS_00198802_cow	5.873	21.15
ENSG00000259921	XLOC_051895_cow	ENST00000563495	TCONS_00181498_cow	8.455	15.297
ENSG00000224992	XLOC_031750_cow	ENST00000451318	TCONS_00105154_cow	9.715	26.616
ENSG00000238107	XLOC_008556_cow	ENST00000427169	TCONS_00026883_cow	4.004	44.082
ENSG00000273247	XLOC_043177_cow	ENST00000610159	TCONS_00146717_cow	6.462	17.403
ENSG00000269653	XLOC_046847_cow	ENST00000594299	TCONS_00160480_cow	7.288	23.884
ENSG00000251173	XLOC_017759_cow	ENST00000510073	TCONS_00057594_cow	3.422	9.557
ENSG00000254802	XLOC_037912_cow	ENST00000525556	TCONS_00127444_cow	5.007	105.319
ENSG00000233077	XLOC_036301_cow	ENST00000441214	TCONS_00121176_cow	4.796	45.373
ENSG00000259717	XLOC_053582_cow	ENST00000558224	TCONS_00186286_cow	4.61	52.86
ENSG00000240562	XLOC_055303_cow	ENST00000479610	TCONS_00193267_cow	5.603	43.977
ENSG00000254649	XLOC_064888_cow	ENST00000527030	TCONS_00228856_cow	5.289	85.298
ENSG00000283314	XLOC_016471_cow	ENST00000637313	TCONS_00054630_cow	4.147	27.29
ENSG00000230239	XLOC_006330_cow	ENST00000414128	TCONS_00017713_cow	4.042	50.98
ENSG00000232465	XLOC_036333_cow	ENST00000416237	TCONS_00121292_cow	5.406	103.043
ENSG00000256508	XLOC_065373_cow	ENST00000569428	TCONS_00231338_cow	10.184	20.433
ENSG00000274425	XLOC_018772_cow	ENST00000612689	TCONS_00062376_cow	12.853	76.279
ENSG00000259291	XLOC_052975_cow	ENST00000558334	TCONS_00184597_cow	6.962	18.207
ENSG00000283341	XLOC_039391_cow	ENST00000636894	TCONS_00132610_cow	5.822	65.405
ENSG00000226648	XLOC_036145_cow	ENST00000454626	TCONS_00120736_cow	6.871	31.044
ENSG00000178977	XLOC_049391_cow	ENST00000315707	TCONS_00171558_cow	3.167	96.778
ENSG00000279606	XLOC_047542_cow	ENST00000624834	TCONS_00165480_cow	4.738	50.237
ENSG00000238358	XLOC_011956_cow	ENST00000471553	TCONS_00037907_cow	6.05	107.148
ENSG00000260804	XLOC_004283_cow	ENST00000562038	TCONS_00012377_cow	3.961	17.944
ENSG00000263731	XLOC_048563_cow	ENST00000582866	TCONS_00175241_cow	6.477	15.454
ENSG00000267469	XLOC_020379_cow	ENST00000592758	TCONS_00067527_cow	4.863	35.56
ENSG00000280323	XLOC_004350_cow	ENST00000623864	TCONS_00012604_cow	5.564	31.254
ENSG00000256540	XLOC_015546_cow	ENST00000537961	TCONS_00049794_cow	10.713	52.53
ENSG00000180539	XLOC_031809_cow	ENST00000623196	TCONS_00105459_cow	5.432	19.834
ENSG00000259004	XLOC_052647_cow	ENST00000557121	TCONS_00183518_cow	3.1	70.29
ENSG00000280634	XLOC_043441_cow	ENST00000627370	TCONS_00147310_cow	9.055	54.397
ENSG00000247867	XLOC_040330_cow	ENST00000499390	TCONS_00135065_cow	5.16	56.229
ENSG00000265692	XLOC_048566_cow	ENST00000581489	TCONS_00168896_cow	6.225	69.962
