human gene	opossum gene	human transcript	opossum transcript	motif-pattern similarity score	gap penalty score
ENSG00000181798	XLOC_017675_ops	ENST00000313064	TCONS_00045381_ops	6.489	43.107
ENSG00000232648	XLOC_031237_ops	ENST00000457303	TCONS_00088124_ops	12.513	32.269
ENSG00000275966	XLOC_011706_ops	ENST00000617652	TCONS_00032314_ops	5.154	34.053
ENSG00000278834	XLOC_015262_ops	ENST00000619697	TCONS_00040056_ops	9.038	30.207
ENSG00000222035	XLOC_039063_ops	ENST00000409819	TCONS_00109493_ops	4.971	68.358
ENSG00000230630	XLOC_014325_ops	ENST00000417354	TCONS_00037898_ops	8.896	81.198
ENSG00000276772	XLOC_006011_ops	ENST00000621477	TCONS_00013495_ops	8.216	54.626
ENSG00000253508	XLOC_045052_ops	ENST00000523331	TCONS_00124406_ops	3.925	32.932
ENSG00000280143	XLOC_028967_ops	ENST00000624094	TCONS_00078752_ops	6.049	152.135
ENSG00000232453	XLOC_010187_ops	ENST00000634763	TCONS_00028963_ops	4	3.559
ENSG00000197815	XLOC_036206_ops	ENST00000354746	TCONS_00100862_ops	7.332	51.792
ENSG00000238164	XLOC_027070_ops	ENST00000416860	TCONS_00074798_ops	9.246	35.897
ENSG00000236445	XLOC_040305_ops	ENST00000432733	TCONS_00111983_ops	8.347	58.792
ENSG00000263787	XLOC_011424_ops	ENST00000582246	TCONS_00031678_ops	9.297	35.396
ENSG00000229195	XLOC_028625_ops	ENST00000428888	TCONS_00078058_ops	6.715	35.414
ENSG00000275120	XLOC_000779_ops	ENST00000618330	TCONS_00001757_ops	6.891	57.044
ENSG00000272888	XLOC_000871_ops	ENST00000553829	TCONS_00001951_ops	8.147	44.804
ENSG00000279227	XLOC_028393_ops	ENST00000623784	TCONS_00077648_ops	8.594	31.023
ENSG00000273221	XLOC_017046_ops	ENST00000610049	TCONS_00044091_ops	3.733	41.419
ENSG00000279567	XLOC_011968_ops	ENST00000623654	TCONS_00033004_ops	10.365	40.885
ENSG00000260778	XLOC_037152_ops	ENST00000562838	TCONS_00102934_ops	3.739	145.603
ENSG00000204934	XLOC_044484_ops	ENST00000461019	TCONS_00123238_ops	7.821	74.912
ENSG00000273137	XLOC_043178_ops	ENST00000608016	TCONS_00120512_ops	8.866	21.226
ENSG00000259347	XLOC_005945_ops	ENST00000636067	TCONS_00013343_ops	4.158	34.117
ENSG00000234690	XLOC_004182_ops	ENST00000441997	TCONS_00009423_ops	3.99	56.039
ENSG00000260316	XLOC_035219_ops	ENST00000564460	TCONS_00098738_ops	7.214	29.569
ENSG00000279489	XLOC_036875_ops	ENST00000623595	TCONS_00102308_ops	4.299	38.399
ENSG00000124835	XLOC_017658_ops	ENST00000244820	TCONS_00045352_ops	5	8.902
ENSG00000257038	XLOC_026559_ops	ENST00000546324	TCONS_00073624_ops	5.018	96.019
ENSG00000268677	XLOC_027423_ops	ENST00000596472	TCONS_00075689_ops	4.298	26.081
ENSG00000277559	XLOC_007800_ops	ENST00000616682	TCONS_00017552_ops	4.006	26.986
ENSG00000261959	XLOC_015356_ops	ENST00000572855	TCONS_00040292_ops	4.842	31.718
ENSG00000264278	XLOC_022650_ops	ENST00000585258	TCONS_00060270_ops	14.629	36.394
ENSG00000247556	XLOC_006292_ops	ENST00000500949	TCONS_00014147_ops	8.826	30.667
ENSG00000225822	XLOC_025174_ops	ENST00000442941	TCONS_00070747_ops	7.288	62.129
ENSG00000235007	XLOC_003021_ops	ENST00000427080	TCONS_00006664_ops	4.593	59.021
ENSG00000273382	XLOC_017021_ops	ENST00000608574	TCONS_00044040_ops	6.796	34.015
ENSG00000262223	XLOC_011707_ops	ENST00000574041	TCONS_00032327_ops	4.622	11.822
ENSG00000265688	XLOC_015583_ops	ENST00000582106	TCONS_00040812_ops	4.605	24.212
ENSG00000259334	XLOC_006115_ops	ENST00000559615	TCONS_00013761_ops	7.236	34.445
ENSG00000224276	XLOC_011279_ops	ENST00000415726	TCONS_00031315_ops	5.354	92.211
ENSG00000237212	XLOC_036249_ops	ENST00000432783	TCONS_00100949_ops	6.241	88.782
ENSG00000280213	XLOC_008081_ops	ENST00000623569	TCONS_00018253_ops	6.021	35.325
ENSG00000279187	XLOC_015603_ops	ENST00000624065	TCONS_00040873_ops	6.964	30.98
ENSG00000253837	XLOC_009804_ops	ENST00000519692	TCONS_00021514_ops	11.481	36.688
ENSG00000253200	XLOC_008786_ops	ENST00000521025	TCONS_00019641_ops	5.664	81.153
ENSG00000256028	XLOC_020585_ops	ENST00000540866	TCONS_00056137_ops	5.409	25.729
ENSG00000227375	XLOC_028218_ops	ENST00000430666	TCONS_00077349_ops	4.791	31.381
ENSG00000236144	XLOC_030100_ops	ENST00000444728	TCONS_00081107_ops	5.012	93.426
ENSG00000203721	XLOC_014512_ops	ENST00000636153	TCONS_00038273_ops	3.778	24.644
ENSG00000229854	XLOC_007599_ops	ENST00000434375	TCONS_00017095_ops	3.822	35.147
ENSG00000261449	XLOC_008733_ops	ENST00000564481	TCONS_00019535_ops	5.541	85.653
ENSG00000233611	XLOC_013763_ops	ENST00000415226	TCONS_00036704_ops	9.405	31.032
ENSG00000212694	XLOC_024002_ops	ENST00000538335	TCONS_00063349_ops	6.492	31.216
ENSG00000227463	XLOC_036918_ops	ENST00000423515	TCONS_00102400_ops	4.91	15.443
ENSG00000267762	XLOC_021535_ops	ENST00000589818	TCONS_00058169_ops	3.692	33.486
ENSG00000275549	XLOC_003175_ops	ENST00000612170	TCONS_00007046_ops	6.039	49.349
ENSG00000245261	XLOC_016123_ops	ENST00000500590	TCONS_00042164_ops	6.558	70.155
ENSG00000279481	XLOC_031455_ops	ENST00000623323	TCONS_00088545_ops	7.333	32.591
ENSG00000246067	XLOC_029565_ops	ENST00000533708	TCONS_00079987_ops	4.083	34.282
ENSG00000242086	XLOC_028224_ops	ENST00000597482	TCONS_00077361_ops	5.906	20.216
ENSG00000279137	XLOC_002744_ops	ENST00000624132	TCONS_00006101_ops	5.957	3.661
ENSG00000248416	XLOC_031943_ops	ENST00000502923	TCONS_00089544_ops	7.731	38.492
ENSG00000233101	XLOC_011433_ops	ENST00000487849	TCONS_00031696_ops	5.361	36.302
ENSG00000232940	XLOC_012072_ops	ENST00000450514	TCONS_00033278_ops	6.108	28.305
ENSG00000278390	XLOC_038863_ops	ENST00000619407	TCONS_00109019_ops	5.292	53.626
ENSG00000267007	XLOC_023710_ops	ENST00000586259	TCONS_00062598_ops	7.091	27.589
ENSG00000182057	XLOC_043217_ops	ENST00000332965	TCONS_00120587_ops	8.37	65.126
ENSG00000263873	XLOC_028920_ops	ENST00000578216	TCONS_00078652_ops	6.486	51.805
ENSG00000231485	XLOC_010140_ops	ENST00000448344	TCONS_00028839_ops	12.662	27.024
ENSG00000226869	XLOC_044120_ops	ENST00000411448	TCONS_00122534_ops	5.704	35.491
ENSG00000280758	XLOC_007896_ops	ENST00000630523	TCONS_00017814_ops	5.781	43.424
ENSG00000187904	XLOC_031870_ops	ENST00000441093	TCONS_00089381_ops	7.607	38.26
ENSG00000230733	XLOC_034709_ops	ENST00000444210	TCONS_00097527_ops	6.097	49.078
ENSG00000234432	XLOC_036595_ops	ENST00000610122	TCONS_00105752_ops	8.839	37.006
ENSG00000224310	XLOC_034934_ops	ENST00000414816	TCONS_00098063_ops	4.724	47.823
ENSG00000264701	XLOC_015312_ops	ENST00000578239	TCONS_00040166_ops	5.27	36.611
ENSG00000274653	XLOC_034735_ops	ENST00000611264	TCONS_00097590_ops	5.506	50.866
ENSG00000280087	XLOC_026836_ops	ENST00000623895	TCONS_00074285_ops	10.811	68.811
ENSG00000249550	XLOC_020661_ops	ENST00000510694	TCONS_00056274_ops	5.069	58.796
ENSG00000255081	XLOC_029647_ops	ENST00000531215	TCONS_00080142_ops	5.025	92.551
ENSG00000280551	XLOC_032536_ops	ENST00000627783	TCONS_00090731_ops	4.117	52.619
ENSG00000196366	XLOC_008075_ops	ENST00000624034	TCONS_00018225_ops	16.273	40.787
ENSG00000213057	XLOC_010464_ops	ENST00000521244	TCONS_00029487_ops	5.044	27.375
ENSG00000273419	XLOC_042341_ops	ENST00000608963	TCONS_00118754_ops	4.079	21.148
ENSG00000279656	XLOC_006101_ops	ENST00000624870	TCONS_00013691_ops	5.138	32.364
ENSG00000255335	XLOC_033784_ops	ENST00000529781	TCONS_00093161_ops	8.826	31.483
ENSG00000228559	XLOC_012101_ops	ENST00000450618	TCONS_00033366_ops	5.597	43.328
ENSG00000260005	XLOC_015592_ops	ENST00000575922	TCONS_00040854_ops	7.102	59.968
ENSG00000233175	XLOC_015401_ops	ENST00000587534	TCONS_00040409_ops	5.104	24.31
ENSG00000273143	XLOC_000689_ops	ENST00000609514	TCONS_00001504_ops	4.557	25.511
ENSG00000280347	XLOC_044278_ops	ENST00000624029	TCONS_00122869_ops	4.254	25.778
ENSG00000250208	XLOC_020427_ops	ENST00000505807	TCONS_00055809_ops	3.789	26.87
ENSG00000263278	XLOC_011723_ops	ENST00000611949	TCONS_00032364_ops	8.506	36.72
ENSG00000177335	XLOC_020042_ops	ENST00000395172	TCONS_00054936_ops	8.791	30.679
ENSG00000262777	XLOC_013554_ops	ENST00000570924	TCONS_00036307_ops	9.517	84.675
ENSG00000230773	XLOC_004166_ops	ENST00000587616	TCONS_00009398_ops	5.621	44.27
ENSG00000266918	XLOC_011498_ops	ENST00000587960	TCONS_00031842_ops	4.099	22.293
ENSG00000276110	XLOC_017238_ops	ENST00000611044	TCONS_00044419_ops	6.607	72.805
ENSG00000250899	XLOC_043890_ops	ENST00000513358	TCONS_00122088_ops	8.358	52.971
ENSG00000268199	XLOC_020238_ops	ENST00000594590	TCONS_00055397_ops	4.926	69.158
ENSG00000231551	XLOC_017159_ops	ENST00000445243	TCONS_00050363_ops	4.656	13.719
ENSG00000274215	XLOC_000872_ops	ENST00000614509	TCONS_00001962_ops	4.584	114.26
ENSG00000261889	XLOC_035131_ops	ENST00000570843	TCONS_00098540_ops	4.207	55.861
ENSG00000279604	XLOC_004426_ops	ENST00000624955	TCONS_00009976_ops	10.511	197.078
ENSG00000230452	XLOC_003402_ops	ENST00000431650	TCONS_00007707_ops	5.217	20.224
ENSG00000279095	XLOC_026838_ops	ENST00000623022	TCONS_00074287_ops	7.375	49.532
ENSG00000273188	XLOC_043163_ops	ENST00000607943	TCONS_00120479_ops	7.034	46.769
ENSG00000267633	XLOC_020150_ops	ENST00000586297	TCONS_00055228_ops	5.444	22.181
ENSG00000231955	XLOC_040395_ops	ENST00000453039	TCONS_00115535_ops	11.462	24.04
ENSG00000267272	XLOC_010266_ops	ENST00000619924	TCONS_00029105_ops	5.377	17.561
ENSG00000230676	XLOC_003044_ops	ENST00000436510	TCONS_00006721_ops	5.648	36.849
ENSG00000273253	XLOC_043166_ops	ENST00000608025	TCONS_00120487_ops	11.326	44.644
ENSG00000278901	XLOC_007051_ops	ENST00000625195	TCONS_00027753_ops	7.65	47.867
ENSG00000163597	XLOC_015457_ops	ENST00000587743	TCONS_00040534_ops	7.1	68.896
ENSG00000255775	XLOC_043810_ops	ENST00000539206	TCONS_00121892_ops	4.124	9.94
ENSG00000259291	XLOC_000828_ops	ENST00000620791	TCONS_00001857_ops	6.468	42.026
ENSG00000256811	XLOC_020565_ops	ENST00000543848	TCONS_00056071_ops	4.992	40.326
ENSG00000236908	XLOC_043885_ops	ENST00000432994	TCONS_00122072_ops	4.157	39.211
ENSG00000237101	XLOC_014796_ops	ENST00000420350	TCONS_00038978_ops	6.993	67.287
ENSG00000253552	XLOC_045051_ops	ENST00000518088	TCONS_00124405_ops	6.616	55.664
ENSG00000229743	XLOC_039889_ops	ENST00000433433	TCONS_00111145_ops	4.987	13.784
ENSG00000268231	XLOC_027406_ops	ENST00000596350	TCONS_00075664_ops	16.72	54.133
ENSG00000266990	XLOC_023728_ops	ENST00000588380	TCONS_00062635_ops	13.874	38.875
ENSG00000249096	XLOC_031227_ops	ENST00000617323	TCONS_00088116_ops	5.882	55.615
ENSG00000276728	XLOC_015395_ops	ENST00000612013	TCONS_00040391_ops	4.561	7.858
ENSG00000267219	XLOC_002779_ops	ENST00000591311	TCONS_00006175_ops	5.689	30.987
ENSG00000267174	XLOC_019894_ops	ENST00000586356	TCONS_00054503_ops	3.764	33.978
ENSG00000215039	XLOC_043814_ops	ENST00000504270	TCONS_00121919_ops	4.474	27.821
ENSG00000272056	XLOC_008362_ops	ENST00000607407	TCONS_00018839_ops	4.488	36.366
ENSG00000279145	XLOC_001086_ops	ENST00000623483	TCONS_00002408_ops	4.823	83.181
ENSG00000196756	XLOC_002601_ops	ENST00000449469	TCONS_00005776_ops	7.978	55.22
ENSG00000229915	XLOC_013623_ops	ENST00000447880	TCONS_00036450_ops	9.79	37.9
ENSG00000254307	XLOC_022951_ops	ENST00000510185	TCONS_00060884_ops	4.453	36.5
ENSG00000231826	XLOC_004206_ops	ENST00000422351	TCONS_00009470_ops	7.308	12.259
ENSG00000205015	XLOC_004465_ops	ENST00000378340	TCONS_00010036_ops	7.404	52.763
ENSG00000255670	XLOC_043858_ops	ENST00000544086	TCONS_00122013_ops	3.839	10.392
ENSG00000232539	XLOC_027793_ops	ENST00000453716	TCONS_00076461_ops	3.644	46.368
ENSG00000235888	XLOC_024633_ops	ENST00000417335	TCONS_00069697_ops	3.738	52.333
ENSG00000237187	XLOC_018789_ops	ENST00000513055	TCONS_00052370_ops	4.79	8.5
ENSG00000259006	XLOC_009455_ops	ENST00000554623	TCONS_00020896_ops	5.484	48.451
ENSG00000281332	XLOC_036118_ops	ENST00000628855	TCONS_00100699_ops	13.387	59.382
ENSG00000203804	XLOC_017242_ops	ENST00000617352	TCONS_00044430_ops	8.233	35.412
ENSG00000235563	XLOC_009941_ops	ENST00000439621	TCONS_00028397_ops	5.607	40.108
ENSG00000269091	XLOC_027406_ops	ENST00000599914	TCONS_00075663_ops	6.041	40.792
ENSG00000266970	XLOC_015641_ops	ENST00000592569	TCONS_00040946_ops	4.404	70.505
ENSG00000281649	XLOC_034431_ops	ENST00000629870	TCONS_00096972_ops	7.234	53.252
ENSG00000231074	XLOC_012011_ops	ENST00000438412	TCONS_00033123_ops	3.598	29.67
ENSG00000280351	XLOC_015603_ops	ENST00000625110	TCONS_00040873_ops	9.633	61.494
ENSG00000277504	XLOC_009432_ops	ENST00000620306	TCONS_00020845_ops	6.523	40.605
ENSG00000242797	XLOC_035975_ops	ENST00000467187	TCONS_00100403_ops	7.481	22.013
ENSG00000232828	XLOC_046191_ops	ENST00000416061	TCONS_00130346_ops	3.69	36.294
ENSG00000267263	XLOC_011729_ops	ENST00000585369	TCONS_00032386_ops	4.639	61.104
ENSG00000203999	XLOC_008229_ops	ENST00000371639	TCONS_00018553_ops	5.963	26.246
ENSG00000204685	XLOC_008835_ops	ENST00000446816	TCONS_00019738_ops	3.937	56.431
ENSG00000253390	XLOC_009804_ops	ENST00000521021	TCONS_00021514_ops	5.794	15.735
ENSG00000264769	XLOC_015583_ops	ENST00000580897	TCONS_00040811_ops	5.408	72.247
ENSG00000268388	XLOC_009421_ops	ENST00000597578	TCONS_00020822_ops	3.931	79.475
ENSG00000228705	XLOC_003214_ops	ENST00000412500	TCONS_00007206_ops	7.456	15.772
ENSG00000249131	XLOC_007026_ops	ENST00000515306	TCONS_00015842_ops	5.812	51.794
ENSG00000266578	XLOC_019099_ops	ENST00000578787	TCONS_00052972_ops	4.823	84.15
ENSG00000254369	XLOC_045056_ops	ENST00000518848	TCONS_00124414_ops	6.884	127.475
ENSG00000264243	XLOC_011424_ops	ENST00000581213	TCONS_00031679_ops	7.605	50.659
ENSG00000279136	XLOC_037112_ops	ENST00000623562	TCONS_00102840_ops	6.876	61.043
ENSG00000269172	XLOC_030067_ops	ENST00000599484	TCONS_00081028_ops	4.162	49.318
ENSG00000247867	XLOC_026534_ops	ENST00000499390	TCONS_00073554_ops	5.835	6.419
ENSG00000180422	XLOC_014923_ops	ENST00000565008	TCONS_00039289_ops	5.188	105.835
ENSG00000272941	XLOC_042214_ops	ENST00000608819	TCONS_00118471_ops	5.394	40.482
ENSG00000235527	XLOC_017098_ops	ENST00000450706	TCONS_00044188_ops	4.322	75.125
ENSG00000274312	XLOC_005823_ops	ENST00000622210	TCONS_00013030_ops	5.38	152.803
ENSG00000228021	XLOC_000231_ops	ENST00000621613	TCONS_00000476_ops	6.643	95.345
ENSG00000245275	XLOC_007148_ops	ENST00000501280	TCONS_00016124_ops	3.786	6.758
ENSG00000244491	XLOC_043517_ops	ENST00000420118	TCONS_00121256_ops	5.801	31.609
ENSG00000230082	XLOC_035746_ops	ENST00000431558	TCONS_00099934_ops	4.808	49.6
ENSG00000233593	XLOC_010037_ops	ENST00000435649	TCONS_00028609_ops	3.6	28.46
ENSG00000246851	XLOC_003032_ops	ENST00000502188	TCONS_00006693_ops	5.456	37.81
ENSG00000243433	XLOC_044523_ops	ENST00000479085	TCONS_00123307_ops	4.97	15.31
