human gene	mouse gene	human transcript	mouse transcript	with homologs in cow	with homologs in opossum	with homologs in chicken	with homologs in lizard	with homologs in frog	with homologs in zebrafish	motif score 	gap score
ENSG00000241479	ENSMUSG00000085702	ENST00000480669	ENSMUST00000125611	0	0	0	0	0	0	3.902	11.843
ENSG00000267282	ENSMUSG00000092381	ENST00000585408	ENSMUST00000172483	0	0	0	0	0	0	5.68	16.125
ENSG00000236263	ENSMUSG00000074466	ENST00000455788	ENSMUST00000145400	1	1	0	1	1	0	8.189	28.816
ENSG00000245849	ENSMUSG00000086421	ENST00000533146	ENSMUST00000133534	0	0	0	0	0	0	4.108	23.16
ENSG00000237101	ENSMUSG00000103722	ENST00000420350	ENSMUST00000194331	0	1	1	0	1	0	4.514	32.623
ENSG00000259450	ENSMUSG00000101394	ENST00000560743	ENSMUST00000191321	0	0	0	0	0	0	8.322	1.173
ENSG00000259941	ENSMUSG00000102411	ENST00000564401	ENSMUST00000194508	0	0	0	0	0	0	5.573	28.231
ENSG00000281128	ENSMUSG00000087623	ENST00000627688	ENSMUST00000122839	1	1	1	1	1	0	6.222	36.724
ENSG00000261513	ENSMUSG00000078143	ENST00000566738	ENSMUST00000171173	0	0	0	0	0	0	3.304	34.375
ENSG00000271992	ENSMUSG00000106632	ENST00000607679	ENSMUST00000199819	0	0	0	0	0	0	5.217	20.14
ENSG00000258725	ENSMUSG00000097912	ENST00000554388	ENSMUST00000180467	0	0	0	0	0	0	3.311	30.605
ENSG00000248717	ENSMUSG00000086245	ENST00000513535	ENSMUST00000156882	0	0	0	0	0	0	4.389	26.847
ENSG00000262098	ENSMUSG00000043993	ENST00000576859	ENSMUST00000139014	0	0	0	0	0	0	3.866	18.808
ENSG00000235628	ENSMUSG00000073528	ENST00000455447	ENSMUST00000097514	1	0	0	0	1	1	5.29	23.312
ENSG00000224195	ENSMUSG00000084925	ENST00000434147	ENSMUST00000128848	0	0	0	1	1	0	6.185	26.558
ENSG00000279082	ENSMUSG00000086509	ENST00000624367	ENSMUST00000136998	0	0	0	0	0	0	6.058	1.826
ENSG00000224349	ENSMUSG00000102398	ENST00000448363	ENSMUST00000192408	0	0	0	0	0	0	4.183	18.888
ENSG00000231064	ENSMUSG00000086718	ENST00000447623	ENSMUST00000131146	0	1	0	0	0	0	4.447	18.248
ENSG00000260976	ENSMUSG00000103238	ENST00000566476	ENSMUST00000195500	0	0	0	0	0	0	3.104	57.373
ENSG00000279071	ENSMUSG00000104793	ENST00000625118	ENSMUST00000199788	1	1	0	1	0	0	6.223	22.804
ENSG00000240056	ENSMUSG00000097107	ENST00000416448	ENSMUST00000180731	0	0	0	0	0	0	4.221	44.048
ENSG00000229951	ENSMUSG00000106894	ENST00000427929	ENSMUST00000201542	0	0	0	0	0	0	5.497	106.628
ENSG00000204650	ENSMUSG00000086794	ENST00000591271	ENSMUST00000150442	1	1	1	1	0	0	5.583	44.45
ENSG00000248152	ENSMUSG00000097456	ENST00000508959	ENSMUST00000180603	0	0	0	0	0	0	4.982	57.753
ENSG00000235902	ENSMUSG00000085440	ENST00000447277	ENSMUST00000135116	0	0	0	0	0	0	3.013	94.023
ENSG00000279328	ENSMUSG00000107451	ENST00000624121	ENSMUST00000205064	1	1	1	0	0	0	4.545	17.082
ENSG00000233429	ENSMUSG00000085412	ENST00000593300	ENSMUST00000125374	1	1	1	1	0	1	4.988	7.649
ENSG00000259854	ENSMUSG00000109305	ENST00000562341	ENSMUST00000208788	1	1	1	1	1	0	13.854	32.821
ENSG00000274591	ENSMUSG00000097619	ENST00000611566	ENSMUST00000181252	0	1	0	0	0	0	3.977	13.589
ENSG00000259523	ENSMUSG00000092187	ENST00000557989	ENSMUST00000173374	0	0	0	0	0	0	4.299	26.334
ENSG00000279047	ENSMUSG00000103456	ENST00000624139	ENSMUST00000192936	1	0	0	0	0	0	4.45	27.419
ENSG00000224322	ENSMUSG00000055408	ENST00000412413	ENSMUST00000141300	0	0	0	0	0	0	3.566	39.06
ENSG00000232648	ENSMUSG00000074357	ENST00000457303	ENSMUST00000098781	1	1	1	0	1	1	12.369	14.454
ENSG00000267262	ENSMUSG00000097077	ENST00000587759	ENSMUST00000181962	0	0	0	0	0	0	3.503	52.643
ENSG00000225166	ENSMUSG00000073652	ENST00000447835	ENSMUST00000097699	0	0	0	0	0	0	3.311	56.666
ENSG00000269352	ENSMUSG00000110279	ENST00000601893	ENSMUST00000209340	0	1	1	1	0	0	5.073	12.57
ENSG00000281832	ENSMUSG00000097796	ENST00000629776	ENSMUST00000181180	0	0	0	1	0	0	5.214	9.011
ENSG00000254639	ENSMUSG00000087018	ENST00000530049	ENSMUST00000123840	1	1	1	1	1	0	5.504	25.255
ENSG00000231889	ENSMUSG00000087014	ENST00000532226	ENSMUST00000153722	1	1	1	0	1	1	4.806	23.979
ENSG00000234327	ENSMUSG00000093858	ENST00000623522	ENSMUST00000179676	1	1	1	1	0	1	9.944	20.608
ENSG00000278075	ENSMUSG00000097593	ENST00000618070	ENSMUST00000181877	0	0	1	0	0	0	4.472	16.934
ENSG00000268078	ENSMUSG00000097336	ENST00000600234	ENSMUST00000181530	0	0	0	0	0	0	3.393	16.34
ENSG00000231811	ENSMUSG00000102099	ENST00000437430	ENSMUST00000189905	0	0	0	0	0	0	3.644	25.318
ENSG00000227946	ENSMUSG00000084799	ENST00000435627	ENSMUST00000186786	1	0	1	1	1	0	30.732	10.37
ENSG00000277373	ENSMUSG00000087115	ENST00000610812	ENSMUST00000153878	0	0	0	0	0	0	3.107	31.927
ENSG00000272888	ENSMUSG00000101970	ENST00000553829	ENSMUST00000184587	1	1	1	1	1	1	23.58	5.77
ENSG00000241684	ENSMUSG00000108256	ENST00000485174	ENSMUST00000203992	0	0	0	0	0	0	3.175	40.54
ENSG00000233581	ENSMUSG00000097131	ENST00000452736	ENSMUST00000181973	0	0	0	0	0	0	3.148	8.583
ENSG00000263709	ENSMUSG00000087050	ENST00000582196	ENSMUST00000150471	1	1	0	1	1	1	11.309	30.713
ENSG00000225208	ENSMUSG00000102057	ENST00000442188	ENSMUST00000191181	1	1	1	1	1	0	14.755	3.307
ENSG00000231138	ENSMUSG00000109270	ENST00000446888	ENSMUST00000207036	0	0	0	0	0	0	4.617	21.666
ENSG00000248703	ENSMUSG00000104873	ENST00000508505	ENSMUST00000199847	0	0	0	0	0	0	4.008	34.106
ENSG00000227880	ENSMUSG00000052848	ENST00000440477	ENSMUST00000064930	0	0	0	0	0	0	3.61	34.492
ENSG00000234405	ENSMUSG00000087368	ENST00000445990	ENSMUST00000134672	0	0	0	0	0	0	3.851	3.354
ENSG00000235499	ENSMUSG00000108780	ENST00000441217	ENSMUST00000206080	1	1	1	1	0	0	6.17	46.201
ENSG00000280639	ENSMUSG00000097734	ENST00000630447	ENSMUST00000181046	0	0	0	0	1	0	4.792	24.784
ENSG00000244675	ENSMUSG00000097621	ENST00000455557	ENSMUST00000181113	1	1	1	1	0	1	11.23	10.992
ENSG00000261799	ENSMUSG00000108171	ENST00000570140	ENSMUST00000203013	1	1	0	1	1	0	8.009	30.619
ENSG00000266088	ENSMUSG00000084890	ENST00000577557	ENSMUST00000139095	0	0	0	0	0	0	4.259	19.033
ENSG00000279078	ENSMUSG00000103899	ENST00000623342	ENSMUST00000194243	0	0	0	0	0	0	3.627	23.043
ENSG00000268906	ENSMUSG00000097178	ENST00000594910	ENSMUST00000181454	0	1	0	0	0	0	5.691	19.509
ENSG00000230615	ENSMUSG00000091237	ENST00000434244	ENSMUST00000164716	0	0	0	0	0	0	3.841	3.559
ENSG00000279117	ENSMUSG00000097974	ENST00000624624	ENSMUST00000183019	1	1	0	0	1	0	5.421	17.286
ENSG00000259989	ENSMUSG00000090174	ENST00000562040	ENSMUST00000162198	0	0	0	0	0	0	3.258	47.283
ENSG00000256884	ENSMUSG00000086219	ENST00000538405	ENSMUST00000126959	0	0	0	0	0	0	3.037	10.551
ENSG00000264578	ENSMUSG00000110256	ENST00000581909	ENSMUST00000210217	1	1	0	0	0	0	6.233	43.273
ENSG00000236535	ENSMUSG00000103846	ENST00000421851	ENSMUST00000195050	1	1	1	1	1	1	8.642	33.285
ENSG00000233593	ENSMUSG00000099061	ENST00000435649	ENSMUST00000124394	0	0	0	1	1	0	9.609	0.577
ENSG00000249937	ENSMUSG00000097452	ENST00000514771	ENSMUST00000180696	0	0	0	0	0	0	3.384	13.115
ENSG00000239265	ENSMUSG00000097725	ENST00000476886	ENSMUST00000181694	0	0	0	0	0	0	3.867	52.719
ENSG00000267512	ENSMUSG00000096943	ENST00000591825	ENSMUST00000181723	1	1	1	1	1	0	8.896	29.667
ENSG00000265702	ENSMUSG00000086487	ENST00000577270	ENSMUST00000153672	0	0	0	0	0	0	8.235	7.228
ENSG00000273363	ENSMUSG00000099869	ENST00000609898	ENSMUST00000188781	0	0	0	0	0	0	3.364	48.847
ENSG00000261195	ENSMUSG00000109517	ENST00000565817	ENSMUST00000208287	0	0	0	0	0	0	3.799	10.548
ENSG00000265478	ENSMUSG00000072847	ENST00000584957	ENSMUST00000148413	0	0	0	0	0	0	3.882	46.274
ENSG00000261552	ENSMUSG00000066175	ENST00000561471	ENSMUST00000187458	0	0	0	0	0	0	3.705	51.591
ENSG00000275467	ENSMUSG00000098072	ENST00000614016	ENSMUST00000182216	0	0	0	0	0	0	3.264	11
ENSG00000215386	ENSMUSG00000102205	ENST00000602620	ENSMUST00000194937	0	0	0	0	0	0	3.037	37.247
ENSG00000262313	ENSMUSG00000043993	ENST00000576032	ENSMUST00000139014	1	1	1	0	1	0	4.684	20.64
ENSG00000267375	ENSMUSG00000097079	ENST00000585999	ENSMUST00000180926	0	0	0	0	0	0	3.623	36.892
ENSG00000250456	ENSMUSG00000107245	ENST00000508484	ENSMUST00000201051	0	0	0	0	0	0	3.4	27.821
ENSG00000250742	ENSMUSG00000099758	ENST00000508564	ENSMUST00000186379	1	1	0	1	0	0	8.01	5.292
ENSG00000222041	ENSMUSG00000107446	ENST00000409054	ENSMUST00000203194	0	0	0	0	0	0	3.746	17.597
ENSG00000235121	ENSMUSG00000097680	ENST00000429443	ENSMUST00000180981	0	1	0	1	1	0	5.161	22.594
ENSG00000275944	ENSMUSG00000051832	ENST00000619334	ENSMUST00000125626	0	0	0	0	0	0	3.357	8.583
ENSG00000274403	ENSMUSG00000097799	ENST00000617465	ENSMUST00000181963	0	0	0	0	0	0	3.247	273.064
ENSG00000249673	ENSMUSG00000085166	ENST00000505731	ENSMUST00000134467	0	0	0	0	0	0	3.07	8.602
ENSG00000261018	ENSMUSG00000087667	ENST00000564021	ENSMUST00000177012	0	0	0	0	0	0	3.686	52.602
ENSG00000243243	ENSMUSG00000084772	ENST00000456289	ENSMUST00000140746	0	0	0	0	0	0	4.46	35.829
ENSG00000238020	ENSMUSG00000086837	ENST00000431427	ENSMUST00000134992	1	0	0	0	0	0	3.857	19.255
ENSG00000281560	ENSMUSG00000093587	ENST00000626215	ENSMUST00000177421	1	0	0	0	0	0	3.706	30.887
ENSG00000248161	ENSMUSG00000106290	ENST00000512915	ENSMUST00000197889	0	0	0	0	0	0	4.703	19.931
ENSG00000177699	ENSMUSG00000104263	ENST00000316148	ENSMUST00000192703	0	0	0	0	0	0	4.354	18.193
ENSG00000258910	ENSMUSG00000102360	ENST00000557729	ENSMUST00000194609	0	0	0	0	0	0	5.431	52.033
ENSG00000226380	ENSMUSG00000104030	ENST00000418546	ENSMUST00000195672	0	0	0	0	0	0	4.475	10.271
ENSG00000228208	ENSMUSG00000102619	ENST00000443836	ENSMUST00000194722	0	0	0	0	0	0	4.056	29.12
ENSG00000241135	ENSMUSG00000103041	ENST00000474477	ENSMUST00000195714	0	0	0	0	0	0	4.351	35.711
ENSG00000264007	ENSMUSG00000097165	ENST00000582367	ENSMUST00000180805	1	0	0	0	0	0	3.212	29.771
ENSG00000275557	ENSMUSG00000104766	ENST00000617712	ENSMUST00000197696	0	0	1	0	0	0	5.283	24.617
ENSG00000235994	ENSMUSG00000086465	ENST00000441716	ENSMUST00000155166	1	1	0	1	1	0	6.936	30.067
ENSG00000232259	ENSMUSG00000097471	ENST00000420845	ENSMUST00000181940	0	0	0	0	0	0	3.502	48.69
ENSG00000223910	ENSMUSG00000107608	ENST00000458063	ENSMUST00000203822	0	0	0	0	0	0	3.779	45.555
ENSG00000255092	ENSMUSG00000085852	ENST00000532524	ENSMUST00000137073	1	1	1	1	1	0	5.375	54.213
ENSG00000259430	ENSMUSG00000109249	ENST00000560718	ENSMUST00000209012	1	1	1	0	1	1	7.442	57.727
ENSG00000249478	ENSMUSG00000087668	ENST00000515122	ENSMUST00000137096	0	0	0	0	0	0	4.185	51.534
ENSG00000274996	ENSMUSG00000085145	ENST00000616263	ENSMUST00000137598	0	0	0	0	0	0	3.26	9.849
ENSG00000235295	ENSMUSG00000108171	ENST00000443243	ENSMUST00000203013	1	1	1	1	1	0	19.477	12.74
ENSG00000275120	ENSMUSG00000109243	ENST00000618330	ENSMUST00000208201	1	1	0	1	1	0	5.953	15.113
ENSG00000205559	ENSMUSG00000084915	ENST00000380711	ENSMUST00000136218	1	1	0	0	1	0	5.36	22.965
ENSG00000254019	ENSMUSG00000099958	ENST00000518520	ENSMUST00000189435	0	0	0	0	0	0	3.54	48.087
ENSG00000232093	ENSMUSG00000074466	ENST00000452962	ENSMUST00000152143	1	1	0	1	1	0	7.819	51.951
ENSG00000232197	ENSMUSG00000097566	ENST00000429305	ENSMUST00000181251	0	0	0	0	0	0	3.678	7.506
ENSG00000267834	ENSMUSG00000084892	ENST00000594418	ENSMUST00000141035	1	1	1	0	1	0	7.33	12.369
ENSG00000282863	ENSMUSG00000098609	ENST00000421324	ENSMUST00000184083	0	0	0	0	0	0	3.972	22.045
ENSG00000255871	ENSMUSG00000089957	ENST00000418574	ENSMUST00000162868	1	0	0	1	0	1	7.95	28.042
ENSG00000261978	ENSMUSG00000097294	ENST00000570952	ENSMUST00000181119	0	0	0	0	0	0	3.091	39.315
ENSG00000267943	ENSMUSG00000097759	ENST00000596769	ENSMUST00000181938	0	1	1	1	0	0	7.612	37.468
ENSG00000250790	ENSMUSG00000105541	ENST00000503695	ENSMUST00000200403	1	1	1	0	0	0	12.877	15.893
ENSG00000215241	ENSMUSG00000090192	ENST00000399866	ENSMUST00000162608	0	0	0	0	0	0	4.678	11.023
ENSG00000258534	ENSMUSG00000090026	ENST00000555967	ENSMUST00000161925	1	1	0	0	0	0	6.125	38.208
ENSG00000279980	ENSMUSG00000108389	ENST00000624044	ENSMUST00000206885	1	1	0	0	0	0	5.362	25.985
ENSG00000279847	ENSMUSG00000104211	ENST00000522116	ENSMUST00000194728	0	0	0	0	0	0	3.766	20.031
ENSG00000197301	ENSMUSG00000034764	ENST00000536648	ENSMUST00000161511	0	0	0	0	0	0	6.732	42.083
ENSG00000273466	ENSMUSG00000103227	ENST00000607946	ENSMUST00000195478	1	1	1	1	1	0	5.461	34.085
ENSG00000273069	ENSMUSG00000106802	ENST00000608433	ENSMUST00000200763	0	0	0	0	0	0	4.72	33.064
ENSG00000251387	ENSMUSG00000100320	ENST00000506892	ENSMUST00000188160	1	1	0	1	1	0	3.896	7.895
ENSG00000260492	ENSMUSG00000097234	ENST00000570015	ENSMUST00000181328	0	1	1	1	0	0	6.439	17.015
ENSG00000221817	ENSMUSG00000084925	ENST00000422977	ENSMUST00000128848	1	1	0	1	1	0	11.358	6.749
ENSG00000255737	ENSMUSG00000092384	ENST00000542466	ENSMUST00000174167	0	1	0	1	0	0	3.924	76.511
ENSG00000278909	ENSMUSG00000110187	ENST00000623140	ENSMUST00000209918	1	1	0	1	0	0	4.957	22.939
ENSG00000236472	ENSMUSG00000085992	ENST00000451776	ENSMUST00000150818	0	0	0	0	0	0	3.724	32.01
ENSG00000196668	ENSMUSG00000106812	ENST00000489452	ENSMUST00000201179	0	0	0	0	0	0	3.216	35.679
ENSG00000260948	ENSMUSG00000105852	ENST00000564771	ENSMUST00000137168	0	0	0	0	0	0	3.404	35.237
ENSG00000223649	ENSMUSG00000097416	ENST00000417794	ENSMUST00000180429	0	0	0	0	0	0	5.081	16.823
ENSG00000230172	ENSMUSG00000108310	ENST00000422657	ENSMUST00000206250	0	1	0	0	0	0	5.013	33.445
ENSG00000236858	ENSMUSG00000052848	ENST00000453934	ENSMUST00000199587	1	0	0	0	0	0	4.282	10.747
ENSG00000279110	ENSMUSG00000106659	ENST00000623980	ENSMUST00000196278	1	0	0	0	0	0	4.517	18.473
ENSG00000223823	ENSMUSG00000103183	ENST00000416774	ENSMUST00000195694	1	1	0	0	0	0	6.303	28.885
ENSG00000256268	ENSMUSG00000103213	ENST00000539116	ENSMUST00000194273	0	0	0	0	0	0	4.544	8.139
ENSG00000234690	ENSMUSG00000089755	ENST00000448713	ENSMUST00000159031	0	0	0	0	0	0	3.66	52.728
ENSG00000236434	ENSMUSG00000084968	ENST00000422306	ENSMUST00000126668	1	1	1	1	1	1	7.327	21.26
ENSG00000225826	ENSMUSG00000102408	ENST00000420691	ENSMUST00000193317	0	0	0	0	0	0	4.816	49.459
ENSG00000283213	ENSMUSG00000085118	ENST00000636266	ENSMUST00000141810	0	0	0	0	0	0	4.689	31.161
ENSG00000259666	ENSMUSG00000097870	ENST00000558691	ENSMUST00000181927	1	1	0	0	0	0	5.208	24.96
ENSG00000254237	ENSMUSG00000054247	ENST00000521842	ENSMUST00000067161	1	0	0	0	0	0	4.215	27.473
ENSG00000228925	ENSMUSG00000100847	ENST00000429761	ENSMUST00000188990	0	0	0	0	0	0	4.839	56.52
ENSG00000250608	ENSMUSG00000085430	ENST00000511699	ENSMUST00000128415	0	0	0	0	0	0	3.682	31.52
ENSG00000269391	ENSMUSG00000067103	ENST00000596963	ENSMUST00000086914	0	0	0	0	0	0	3.568	23.206
ENSG00000267767	ENSMUSG00000087009	ENST00000590963	ENSMUST00000152625	0	0	0	0	0	0	3.325	25.067
ENSG00000224812	ENSMUSG00000042087	ENST00000450287	ENSMUST00000204444	1	1	0	1	0	0	5.636	10.198
ENSG00000254501	ENSMUSG00000097404	ENST00000528887	ENSMUST00000180505	0	1	1	0	1	0	8.176	38.018
ENSG00000229891	ENSMUSG00000100552	ENST00000424852	ENSMUST00000188623	1	1	0	0	0	0	9.348	12.378
ENSG00000234698	ENSMUSG00000087624	ENST00000451960	ENSMUST00000124850	0	0	0	0	0	0	3.446	10.344
ENSG00000250243	ENSMUSG00000105574	ENST00000515680	ENSMUST00000197775	0	0	0	0	0	0	4.737	40.768
ENSG00000279259	ENSMUSG00000097614	ENST00000624270	ENSMUST00000181285	1	1	0	1	0	0	5.879	34.239
ENSG00000237687	ENSMUSG00000084843	ENST00000435412	ENSMUST00000145549	0	0	0	0	0	0	3.619	17.882
ENSG00000259219	ENSMUSG00000109539	ENST00000559400	ENSMUST00000207632	0	0	0	0	0	0	4.666	54.989
ENSG00000261313	ENSMUSG00000098075	ENST00000564405	ENSMUST00000182027	0	0	0	0	0	0	5.558	32.812
ENSG00000260361	ENSMUSG00000108448	ENST00000562894	ENSMUST00000206521	1	1	1	1	1	1	11.465	25.474
ENSG00000259702	ENSMUSG00000100005	ENST00000558860	ENSMUST00000208041	0	0	0	0	0	0	4.465	52.331
ENSG00000235563	ENSMUSG00000073779	ENST00000439621	ENSMUST00000188737	0	0	0	0	1	0	5.26	15.149
ENSG00000266036	ENSMUSG00000085072	ENST00000585285	ENSMUST00000125653	1	1	1	1	1	0	5.372	53.523
ENSG00000249267	ENSMUSG00000105782	ENST00000502479	ENSMUST00000197355	1	0	0	1	0	0	9.488	11.609
ENSG00000266979	ENSMUSG00000086105	ENST00000589259	ENSMUST00000152172	1	1	1	1	0	0	5.519	15.595
ENSG00000248197	ENSMUSG00000110147	ENST00000512487	ENSMUST00000211193	0	0	0	0	0	0	3.05	29.473
ENSG00000230725	ENSMUSG00000097818	ENST00000454676	ENSMUST00000180851	1	1	0	0	1	0	7.261	29.952
ENSG00000230260	ENSMUSG00000102157	ENST00000422250	ENSMUST00000193378	0	0	0	0	0	0	3.238	30.26
ENSG00000274461	ENSMUSG00000108481	ENST00000617518	ENSMUST00000205836	0	0	0	0	0	0	3.38	37.799
ENSG00000162888	ENSMUSG00000102055	ENST00000367119	ENSMUST00000186240	0	0	0	0	0	0	3.75	29.992
ENSG00000259188	ENSMUSG00000097458	ENST00000560375	ENSMUST00000180898	0	0	0	0	0	0	5.481	43.147
ENSG00000257530	ENSMUSG00000107894	ENST00000551974	ENSMUST00000205001	0	0	0	0	0	0	3.953	14.48
ENSG00000234912	ENSMUSG00000086859	ENST00000366365	ENSMUST00000182811	0	0	0	0	0	0	8.973	3.225
ENSG00000258345	ENSMUSG00000100548	ENST00000550840	ENSMUST00000185270	0	0	0	0	0	0	4.159	44.48
ENSG00000261087	ENSMUSG00000089804	ENST00000565617	ENSMUST00000160264	0	0	0	0	0	0	4.508	58.091
ENSG00000240476	ENSMUSG00000104456	ENST00000473756	ENSMUST00000193141	0	0	0	0	0	0	10.731	1.624
ENSG00000283095	ENSMUSG00000110037	ENST00000634373	ENSMUST00000209357	0	0	0	1	1	0	5.719	30.935
ENSG00000226180	ENSMUSG00000098109	ENST00000538868	ENSMUST00000182121	0	1	0	0	0	0	5.039	21.362
ENSG00000255517	ENSMUSG00000095913	ENST00000525142	ENSMUST00000178699	0	0	0	0	0	0	3.032	35.256
ENSG00000260910	ENSMUSG00000110278	ENST00000562710	ENSMUST00000210253	0	1	0	1	0	0	5.174	19.166
ENSG00000229873	ENSMUSG00000084843	ENST00000431361	ENSMUST00000145549	1	1	0	0	0	0	5.455	16.798
ENSG00000249096	ENSMUSG00000110264	ENST00000617323	ENSMUST00000209455	1	1	1	1	1	0	10.68	37.887
ENSG00000250326	ENSMUSG00000109587	ENST00000507826	ENSMUST00000211421	0	1	0	0	0	0	6.44	14.341
ENSG00000230698	ENSMUSG00000093749	ENST00000435478	ENSMUST00000175729	1	1	1	1	1	0	7.473	30.899
ENSG00000280003	ENSMUSG00000097592	ENST00000624096	ENSMUST00000180701	0	1	0	0	0	0	6.155	4.655
ENSG00000259694	ENSMUSG00000109485	ENST00000558110	ENSMUST00000208375	0	0	0	0	0	0	4.023	75.171
ENSG00000255921	ENSMUSG00000086013	ENST00000546353	ENSMUST00000139612	0	0	0	0	0	0	4.734	38.691
ENSG00000258620	ENSMUSG00000101767	ENST00000556411	ENSMUST00000189236	0	1	0	1	0	0	4.07	59.399
ENSG00000266505	ENSMUSG00000085237	ENST00000585222	ENSMUST00000133694	1	0	0	0	0	0	4.155	30.418
ENSG00000273489	ENSMUSG00000086212	ENST00000610193	ENSMUST00000139185	0	0	0	0	0	0	4.705	27.619
ENSG00000258554	ENSMUSG00000097372	ENST00000554022	ENSMUST00000180875	0	0	0	0	0	0	3.384	29.917
ENSG00000255568	ENSMUSG00000022915	ENST00000603064	ENSMUST00000143671	0	0	0	1	0	0	3.529	47.434
ENSG00000279925	ENSMUSG00000105815	ENST00000625111	ENSMUST00000197208	1	1	1	0	0	0	4.68	19.013
ENSG00000254649	ENSMUSG00000085443	ENST00000527030	ENSMUST00000131080	0	0	0	0	0	0	3.498	20.248
ENSG00000249267	ENSMUSG00000106378	ENST00000545784	ENSMUST00000197523	0	0	0	0	0	0	4.529	30.484
ENSG00000262888	ENSMUSG00000103937	ENST00000571302	ENSMUST00000195629	1	1	1	1	1	1	14.727	43.414
ENSG00000268231	ENSMUSG00000108322	ENST00000596350	ENSMUST00000206342	0	1	1	1	1	0	11.546	47.397
ENSG00000250354	ENSMUSG00000109873	ENST00000514843	ENSMUST00000209499	0	0	0	0	1	1	3.949	56.138
ENSG00000082929	ENSMUSG00000097686	ENST00000504943	ENSMUST00000180816	0	0	0	0	0	0	4.428	23.049
ENSG00000274718	ENSMUSG00000109551	ENST00000622038	ENSMUST00000208065	0	0	0	0	0	0	3.207	29.057
ENSG00000279619	ENSMUSG00000097149	ENST00000624372	ENSMUST00000181958	0	1	1	1	0	0	10.756	20.467
ENSG00000244464	ENSMUSG00000086827	ENST00000462011	ENSMUST00000133622	0	0	0	0	0	0	4.35	40.109
ENSG00000254902	ENSMUSG00000103394	ENST00000524987	ENSMUST00000193475	0	0	0	0	0	0	3.907	18.262
ENSG00000259354	ENSMUSG00000087017	ENST00000560647	ENSMUST00000142323	0	0	0	0	0	0	5.947	29.487
ENSG00000278891	ENSMUSG00000097302	ENST00000623698	ENSMUST00000180957	0	0	0	0	0	0	3.684	19.647
ENSG00000264829	ENSMUSG00000087064	ENST00000583910	ENSMUST00000132264	0	0	0	0	0	0	3.685	27.23
ENSG00000225903	ENSMUSG00000102997	ENST00000424418	ENSMUST00000192482	1	1	1	0	0	0	3.759	8.456
ENSG00000269352	ENSMUSG00000109947	ENST00000599259	ENSMUST00000209808	0	1	0	1	1	0	4.172	35.577
ENSG00000266369	ENSMUSG00000072847	ENST00000578888	ENSMUST00000101077	0	0	0	0	0	0	4.555	22.962
ENSG00000259416	ENSMUSG00000097415	ENST00000557908	ENSMUST00000181224	0	0	0	0	0	0	4.316	30.007
ENSG00000240990	ENSMUSG00000107463	ENST00000520395	ENSMUST00000205090	0	0	0	0	0	0	3.943	18.083
ENSG00000233429	ENSMUSG00000055408	ENST00000434063	ENSMUST00000141300	1	1	1	1	0	0	4.329	18.405
ENSG00000256814	ENSMUSG00000104793	ENST00000543922	ENSMUST00000199788	0	0	0	1	1	0	5.462	18.482
ENSG00000279207	ENSMUSG00000096983	ENST00000624409	ENSMUST00000181900	1	1	0	0	1	1	14.122	10.546
ENSG00000260167	ENSMUSG00000108806	ENST00000563540	ENSMUST00000206759	0	1	1	1	1	0	6.537	24.813
ENSG00000269982	ENSMUSG00000108154	ENST00000602436	ENSMUST00000203699	1	1	1	0	1	0	10.374	33.273
ENSG00000230010	ENSMUSG00000074758	ENST00000457009	ENSMUST00000210200	0	0	0	0	0	0	3.768	4.123
ENSG00000233760	ENSMUSG00000108244	ENST00000457000	ENSMUST00000203453	0	0	0	0	0	0	3.499	23.685
ENSG00000274922	ENSMUSG00000079146	ENST00000612143	ENSMUST00000149938	0	0	0	0	0	0	3.544	357.26
ENSG00000251576	ENSMUSG00000108310	ENST00000502417	ENSMUST00000206250	0	1	0	1	0	0	4.481	57.884
ENSG00000235984	ENSMUSG00000093551	ENST00000451897	ENSMUST00000176582	1	0	0	0	0	0	5.483	5.621
ENSG00000228157	ENSMUSG00000085748	ENST00000574724	ENSMUST00000155836	1	1	0	1	1	0	9.518	11.101
ENSG00000277782	ENSMUSG00000109450	ENST00000620635	ENSMUST00000207602	0	0	0	0	0	0	3.091	25.645
ENSG00000234917	ENSMUSG00000102819	ENST00000414339	ENSMUST00000195276	0	0	0	0	0	1	6.777	19.932
ENSG00000226208	ENSMUSG00000105643	ENST00000423187	ENSMUST00000199446	0	1	0	1	0	0	7.139	17.088
ENSG00000253174	ENSMUSG00000110256	ENST00000578500	ENSMUST00000210217	0	0	0	0	0	0	3.821	44.02
ENSG00000249061	ENSMUSG00000103196	ENST00000515750	ENSMUST00000193837	0	0	0	0	0	0	7.128	11.94
ENSG00000260391	ENSMUSG00000085550	ENST00000568966	ENSMUST00000148293	0	0	0	0	0	0	4.284	27.148
ENSG00000178193	ENSMUSG00000104622	ENST00000433521	ENSMUST00000199871	1	1	1	1	1	1	11.78	14.706
ENSG00000269549	ENSMUSG00000085649	ENST00000424705	ENSMUST00000143202	0	0	0	0	0	0	3.518	26.749
ENSG00000261471	ENSMUSG00000097944	ENST00000564809	ENSMUST00000183021	0	0	0	0	0	0	5.588	25.391
ENSG00000280064	ENSMUSG00000110120	ENST00000622942	ENSMUST00000209486	1	1	1	1	1	0	11.514	29.072
