human gene	lizard gene	human transcript	lizard transcript	motif-pattern similarity score	gap penalty score
ENSG00000255015	XLOC_029892_liz	ENST00000527100	TCONS_00067480_liz	6.596	90.725
ENSG00000226629	XLOC_029563_liz	ENST00000456403	TCONS_00066584_liz	6.578	51
ENSG00000239608	XLOC_012957_liz	ENST00000485218	TCONS_00029674_liz	5.429	9.664
ENSG00000223675	XLOC_022466_liz	ENST00000413541	TCONS_00050277_liz	6.39	20.482
ENSG00000254790	XLOC_040977_liz	ENST00000524467	TCONS_00091173_liz	3.528	31.565
ENSG00000249241	XLOC_024654_liz	ENST00000510551	TCONS_00055631_liz	8.757	50.143
ENSG00000250900	XLOC_055653_liz	ENST00000509080	TCONS_00125599_liz	8.767	42.742
ENSG00000264853	XLOC_009001_liz	ENST00000578539	TCONS_00020814_liz	4.414	59.173
ENSG00000233429	XLOC_038153_liz	ENST00000425358	TCONS_00084984_liz	9.636	33.849
ENSG00000279726	XLOC_022293_liz	ENST00000624176	TCONS_00049886_liz	4.356	55.301
ENSG00000235927	XLOC_031167_liz	ENST00000421331	TCONS_00070230_liz	6.042	32.377
ENSG00000232192	XLOC_038900_liz	ENST00000446321	TCONS_00086645_liz	4.679	84.161
ENSG00000279619	XLOC_038231_liz	ENST00000624372	TCONS_00085128_liz	13.375	87.531
ENSG00000278949	XLOC_043090_liz	ENST00000623177	TCONS_00095888_liz	4.192	36.966
ENSG00000250686	XLOC_005895_liz	ENST00000511849	TCONS_00013341_liz	4.171	14.177
ENSG00000228835	XLOC_033153_liz	ENST00000426194	TCONS_00074317_liz	5.022	60.058
ENSG00000247373	XLOC_029968_liz	ENST00000498967	TCONS_00067708_liz	16.807	37.527
ENSG00000226913	XLOC_012696_liz	ENST00000421598	TCONS_00029116_liz	12.046	19.253
ENSG00000272763	XLOC_029625_liz	ENST00000425510	TCONS_00066756_liz	4.563	35.417
ENSG00000257453	XLOC_023997_liz	ENST00000552367	TCONS_00054312_liz	4.208	62.849
ENSG00000272980	XLOC_006760_liz	ENST00000609590	TCONS_00015045_liz	9.509	22.613
ENSG00000276170	XLOC_028443_liz	ENST00000619955	TCONS_00063985_liz	4.145	45.194
ENSG00000234741	XLOC_022227_liz	ENST00000455838	TCONS_00049679_liz	5.84	9.571
ENSG00000250156	XLOC_010729_liz	ENST00000506041	TCONS_00024802_liz	5.834	80.964
ENSG00000254307	XLOC_021518_liz	ENST00000510185	TCONS_00048184_liz	3.873	11.456
ENSG00000256028	XLOC_030039_liz	ENST00000540866	TCONS_00067906_liz	7.391	22.155
ENSG00000274253	XLOC_015023_liz	ENST00000619611	TCONS_00034428_liz	6.523	33.498
ENSG00000260648	XLOC_037565_liz	ENST00000568093	TCONS_00083830_liz	7.351	34.961
ENSG00000234494	XLOC_029625_liz	ENST00000411573	TCONS_00066756_liz	5.122	19.453
ENSG00000250564	XLOC_012396_liz	ENST00000512748	TCONS_00028449_liz	3.971	47.42
ENSG00000280138	XLOC_029968_liz	ENST00000623210	TCONS_00067708_liz	10.397	57.217
ENSG00000226434	XLOC_015142_liz	ENST00000420403	TCONS_00034658_liz	3.998	9.201
ENSG00000203601	XLOC_018674_liz	ENST00000366408	TCONS_00041527_liz	7.219	29.196
ENSG00000239322	XLOC_048791_liz	ENST00000447639	TCONS_00108574_liz	7.169	59.784
ENSG00000272625	XLOC_021868_liz	ENST00000608032	TCONS_00048968_liz	10.055	16.31
ENSG00000245694	XLOC_030181_liz	ENST00000557792	TCONS_00067990_liz	8.039	31.709
ENSG00000278200	XLOC_008757_liz	ENST00000617888	TCONS_00020156_liz	5.754	45.467
ENSG00000259654	XLOC_051196_liz	ENST00000558044	TCONS_00114224_liz	7.786	46.775
ENSG00000196273	XLOC_037845_liz	ENST00000556697	TCONS_00084341_liz	6.431	56.347
ENSG00000205500	XLOC_050058_liz	ENST00000380387	TCONS_00111475_liz	11.336	28.592
ENSG00000236304	XLOC_047632_liz	ENST00000447519	TCONS_00105806_liz	5.245	44.94
ENSG00000282048	XLOC_020946_liz	ENST00000632517	TCONS_00046990_liz	4.26	82.542
ENSG00000261068	XLOC_003177_liz	ENST00000562471	TCONS_00007722_liz	7.695	26.988
ENSG00000225335	XLOC_025554_liz	ENST00000622035	TCONS_00057364_liz	3.949	55.61
ENSG00000235910	XLOC_046897_liz	ENST00000444200	TCONS_00104082_liz	3	2
ENSG00000283213	XLOC_053888_liz	ENST00000636354	TCONS_00120926_liz	8.113	25.353
ENSG00000235300	XLOC_028492_liz	ENST00000421610	TCONS_00064114_liz	3.527	29.715
ENSG00000250742	XLOC_008314_liz	ENST00000508564	TCONS_00018930_liz	3.224	46.224
ENSG00000231305	XLOC_012959_liz	ENST00000498297	TCONS_00029683_liz	5.098	15.146
ENSG00000273466	XLOC_001218_liz	ENST00000607946	TCONS_00003556_liz	4.372	55.009
ENSG00000255928	XLOC_054602_liz	ENST00000538624	TCONS_00122723_liz	4.319	55.098
ENSG00000248008	XLOC_041924_liz	ENST00000500741	TCONS_00093361_liz	5.961	50.589
ENSG00000280027	XLOC_030078_liz	ENST00000623877	TCONS_00068034_liz	4.989	33.915
ENSG00000247982	XLOC_049670_liz	ENST00000501726	TCONS_00110662_liz	6.104	68.839
ENSG00000229848	XLOC_011881_liz	ENST00000442532	TCONS_00027236_liz	5.321	29.131
ENSG00000227128	XLOC_035777_liz	ENST00000430651	TCONS_00079897_liz	7.022	30.972
ENSG00000250326	XLOC_024912_liz	ENST00000507826	TCONS_00056152_liz	4.913	84.504
ENSG00000235888	XLOC_015428_liz	ENST00000417335	TCONS_00035281_liz	3.831	64.897
ENSG00000261616	XLOC_043782_liz	ENST00000564527	TCONS_00097427_liz	4.671	47.455
ENSG00000280064	XLOC_044749_liz	ENST00000622942	TCONS_00099460_liz	5.698	78.497
ENSG00000264451	XLOC_028486_liz	ENST00000579972	TCONS_00064103_liz	5.699	38.26
ENSG00000224397	XLOC_021138_liz	ENST00000622604	TCONS_00047455_liz	4.967	67.396
ENSG00000263787	XLOC_028458_liz	ENST00000582246	TCONS_00064031_liz	9.467	34.634
ENSG00000248443	XLOC_030782_liz	ENST00000511091	TCONS_00069451_liz	3.654	39.705
ENSG00000277089	XLOC_045804_liz	ENST00000620056	TCONS_00101947_liz	4.677	83.942
ENSG00000267121	XLOC_029449_liz	ENST00000585471	TCONS_00066324_liz	3.559	85.569
ENSG00000226416	XLOC_000987_liz	ENST00000419080	TCONS_00002995_liz	5.466	37.963
ENSG00000273551	XLOC_051081_liz	ENST00000614275	TCONS_00113927_liz	3.529	18.323
ENSG00000245812	XLOC_032882_liz	ENST00000517335	TCONS_00073689_liz	4.74	22.17
ENSG00000275294	XLOC_040082_liz	ENST00000610335	TCONS_00089082_liz	4.454	72.109
ENSG00000214324	XLOC_012959_liz	ENST00000624688	TCONS_00029681_liz	5.43	71.611
ENSG00000255026	XLOC_004695_liz	ENST00000534742	TCONS_00010855_liz	3.529	37.023
ENSG00000203804	XLOC_050513_liz	ENST00000617352	TCONS_00112492_liz	5.32	28.089
ENSG00000236795	XLOC_028062_liz	ENST00000434887	TCONS_00062985_liz	8.537	36.539
ENSG00000236305	XLOC_054315_liz	ENST00000412754	TCONS_00121968_liz	6.359	46.098
ENSG00000260588	XLOC_048925_liz	ENST00000563810	TCONS_00108939_liz	6.711	45.818
ENSG00000180279	XLOC_058219_liz	ENST00000634979	TCONS_00131768_liz	4.406	38.305
ENSG00000247982	XLOC_049671_liz	ENST00000613170	TCONS_00110672_liz	5.69	42.666
ENSG00000260738	XLOC_017564_liz	ENST00000564841	TCONS_00039368_liz	4.12	93.103
ENSG00000280711	XLOC_027160_liz	ENST00000626286	TCONS_00060718_liz	7.576	52.517
ENSG00000237149	XLOC_031531_liz	ENST00000425916	TCONS_00070867_liz	7.997	60.738
ENSG00000279589	XLOC_030061_liz	ENST00000625035	TCONS_00068006_liz	11.357	56.988
ENSG00000264608	XLOC_058503_liz	ENST00000582858	TCONS_00132403_liz	6.278	23.982
ENSG00000257534	XLOC_008342_liz	ENST00000551732	TCONS_00019009_liz	4.647	30.426
ENSG00000261889	XLOC_054146_liz	ENST00000570843	TCONS_00121594_liz	4.757	34.931
ENSG00000256906	XLOC_030011_liz	ENST00000535487	TCONS_00067836_liz	4.021	33.459
ENSG00000230552	XLOC_042725_liz	ENST00000428283	TCONS_00095177_liz	4.921	15.182
ENSG00000235499	XLOC_049692_liz	ENST00000441217	TCONS_00110738_liz	5.018	35.546
ENSG00000260597	XLOC_011443_liz	ENST00000562848	TCONS_00026291_liz	6.744	52.324
ENSG00000269901	XLOC_054442_liz	ENST00000602779	TCONS_00122355_liz	3.7	14.821
ENSG00000268649	XLOC_034056_liz	ENST00000596276	TCONS_00076201_liz	4.42	9.192
ENSG00000263110	XLOC_046822_liz	ENST00000573819	TCONS_00103877_liz	12.182	19.281
ENSG00000254027	XLOC_019419_liz	ENST00000517670	TCONS_00043743_liz	4.423	69.307
ENSG00000267296	XLOC_048063_liz	ENST00000592982	TCONS_00106760_liz	7.639	46.338
ENSG00000260135	XLOC_030200_liz	ENST00000620495	TCONS_00068199_liz	4.717	34.511
ENSG00000279692	XLOC_008768_liz	ENST00000624417	TCONS_00020177_liz	11.598	30.551
ENSG00000259462	XLOC_052382_liz	ENST00000618020	TCONS_00117129_liz	5.599	41.355
ENSG00000251632	XLOC_026951_liz	ENST00000507365	TCONS_00060309_liz	3.545	82.779
ENSG00000237166	XLOC_005198_liz	ENST00000452787	TCONS_00012012_liz	6.415	35.303
ENSG00000179818	XLOC_051285_liz	ENST00000366234	TCONS_00114509_liz	7.859	21.101
ENSG00000157306	XLOC_051578_liz	ENST00000557568	TCONS_00115271_liz	5.217	30.692
ENSG00000267882	XLOC_021136_liz	ENST00000599904	TCONS_00047450_liz	3.375	70.498
ENSG00000279713	XLOC_028228_liz	ENST00000623346	TCONS_00061252_liz	3.812	54.213
ENSG00000260588	XLOC_048925_liz	ENST00000563810	TCONS_00108940_liz	9.336	33.243
ENSG00000230483	XLOC_000948_liz	ENST00000433035	TCONS_00002928_liz	4.211	47.005
ENSG00000280407	XLOC_012206_liz	ENST00000622924	TCONS_00028048_liz	10.809	28.625
ENSG00000267278	XLOC_028304_liz	ENST00000586450	TCONS_00063560_liz	5.019	31.429
ENSG00000264019	XLOC_029625_liz	ENST00000582142	TCONS_00066756_liz	6.896	15.817
ENSG00000253390	XLOC_052572_liz	ENST00000521021	TCONS_00117517_liz	5.307	40.272
ENSG00000222000	XLOC_015001_liz	ENST00000467398	TCONS_00034386_liz	6.064	64.388
ENSG00000262413	XLOC_012203_liz	ENST00000576554	TCONS_00028038_liz	4.058	53.491
ENSG00000236936	XLOC_050359_liz	ENST00000416959	TCONS_00112110_liz	3.415	54.918
ENSG00000186056	XLOC_040149_liz	ENST00000414532	TCONS_00089224_liz	4.98	73.308
ENSG00000266371	XLOC_031823_liz	ENST00000584382	TCONS_00071503_liz	7.894	182.938
